dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,0,25.6742,478.474,2.89326,1.11005,508.331,508.152
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,1,24.2743,370.814,2.8748,0.725984,398.817,398.689
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,2,22.7957,379.279,2.7849,0.713664,403.739,405.573
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,3,24.2291,355.691,2.87633,0.73312,383.654,383.53
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,4,24.2653,361.583,2.88259,0.729056,389.582,389.46
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,5,24.1575,379.296,2.91322,0.743392,407.268,407.111
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,6,22.8478,376.71,2.84716,0.742368,402.129,403.147
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,7,22.4788,367.333,2.88746,0.722944,387.793,393.422
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,8,24.5028,371.359,2.90036,0.740256,399.715,399.502
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,9,24.0793,358.757,2.81196,0.71776,385.564,386.366
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,10,24.2575,364.701,2.8799,0.725984,392.682,392.564
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,11,24.0803,369.804,2.8373,0.710624,392.556,397.432
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,12,24.1531,366.873,2.87397,0.72704,394.744,394.627
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,13,24.155,357.756,2.81572,0.706464,354.559,385.433
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,14,24.1316,357.012,2.86455,0.723936,384.85,384.732
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,15,22.878,368.973,2.77008,0.704512,383.007,395.326
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,16,22.4496,354.518,2.81888,0.707584,378.886,380.494
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,17,22.9579,364.891,2.76955,0.703456,388.447,391.322
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,18,22.6442,357.121,2.75826,0.703456,381.4,383.227
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,19,24.4019,357.939,2.81726,0.707552,385.052,385.866
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,20,24.4052,361.859,2.86261,0.729056,389.985,389.856
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,21,24.1855,356.646,2.87929,0.729088,380.691,384.44
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,22,22.6948,365.27,2.82504,0.714752,389.336,391.505
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,23,24.1598,356.764,2.82245,0.712608,377.045,384.459
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,24,22.8706,367.646,2.77723,0.712608,391.708,394.006
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,25,24.1568,352.5,2.8181,0.711648,376.012,380.186
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,26,22.5382,363.161,2.82747,0.705536,387.663,389.232
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,27,22.481,384.562,2.76904,0.708576,386.136,410.52
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,28,22.5354,365.793,2.82221,0.713696,386.106,391.865
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",8,369,29,24.0677,388.507,2.81996,0.710656,387.087,416.105
