dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,0,15.9322,11.7327,1.09601,0.686048,29.1686,29.447
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,1,15.0113,2.66177,1.0776,0.457728,18.7263,19.2084
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,2,15.2999,2.67824,1.04748,0.454656,19.1838,19.4803
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,3,15.2037,2.6854,1.0426,0.45568,19.0466,19.3874
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,4,15.0291,2.71449,1.04688,0.456704,19.0239,19.2472
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,5,15.1882,2.69015,1.04203,0.454656,18.9832,19.375
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,6,15.1784,2.67896,1.04125,0.456704,18.9065,19.3553
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,7,15.193,2.73162,1.03744,0.454656,18.9734,19.4167
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,8,15.1873,2.69601,1.04136,0.453632,18.9288,19.3783
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,9,15.1425,2.70158,1.04401,0.456704,19.0106,19.3448
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,10,15.1798,2.7384,1.03651,0.454656,19.0648,19.4094
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,11,15.1226,2.7454,1.04452,0.453632,19.0293,19.3661
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,12,15.2651,2.70914,1.04461,0.454656,19.0695,19.4735
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,13,15.0727,2.78769,1.03804,0.45568,19.0774,19.3541
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,14,15.1298,2.70928,1.0431,0.453632,19.0603,19.3358
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,15,14.8861,2.74425,1.04355,0.457728,18.8483,19.1317
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,16,15.0953,2.65861,1.04231,0.452608,18.8673,19.2489
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,17,14.9897,2.69412,1.03307,0.462848,18.8334,19.1797
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,18,14.974,2.66786,1.03145,0.454656,18.8145,19.1279
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,19,15.0555,2.68821,1.12758,0.454656,19.0113,19.326
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,20,15.0307,2.74192,1.04142,0.454656,18.9403,19.2686
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,21,14.9687,2.75327,1.03944,0.453632,18.8862,19.2151
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,22,15.1575,2.66658,1.04817,0.454656,19.0183,19.3269
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,23,15.1788,2.69025,1.03926,0.454656,18.9835,19.3629
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,24,15.2877,2.67553,1.04783,0.457728,19.1013,19.4688
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,25,14.9415,2.67613,1.04168,0.454656,18.7399,19.1139
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,26,15.0434,2.66829,1.04819,0.456704,19.0114,19.2166
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,27,15.142,2.67032,1.04401,0.453632,18.9709,19.31
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,28,15.0623,2.68318,1.04205,0.457728,18.8689,19.2452
3,double,uniform,CPU,"P | P | P | P | D | N",4,256,29,15.1937,2.67727,1.04136,0.453632,19.0956,19.366
