dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,0,0.68048,10.1368,1.35223,0.672768,12.9566,12.8423
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,1,0.247328,2.98854,1.34062,0.489472,5.15157,5.06596
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,2,0.248128,2.97653,1.33065,0.487424,5.13082,5.04272
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,3,0.245536,3.02691,1.33979,0.484352,5.17972,5.09659
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,4,0.2472,2.98125,1.32856,0.488448,5.13675,5.04545
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,5,0.250688,2.97819,1.33678,0.487424,5.13387,5.05308
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,6,0.245632,2.98636,1.33859,0.483328,5.14319,5.05391
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,7,0.24576,3.01653,1.32728,0.487424,5.16718,5.07699
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,8,0.2432,3.07108,1.32887,0.490496,5.22154,5.13365
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,9,0.248128,2.98976,1.32352,0.487424,5.13673,5.04883
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,10,0.245344,3.00124,1.33348,0.4864,5.19658,5.06646
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,11,0.243392,2.96428,1.33034,0.485376,5.11442,5.02339
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,12,0.245344,3.0335,1.33667,0.4864,5.18941,5.10192
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,13,0.246464,2.99829,1.33169,0.495616,5.1605,5.07206
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,14,0.245664,3.04404,1.33568,0.4864,5.1904,5.11179
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,15,0.246144,2.9687,1.32705,0.4864,5.11212,5.02829
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,16,0.247008,3.03355,1.3365,0.492544,5.19366,5.1096
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,17,0.243776,2.98072,1.33116,0.484352,5.12927,5.04001
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,18,0.256384,2.9792,1.32824,0.488448,5.1375,5.05227
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,19,0.245216,3.03547,1.34385,0.485376,5.19533,5.10991
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,20,0.244608,2.9982,1.33963,0.483328,5.1482,5.06577
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,21,0.245888,2.97111,1.32302,0.487424,5.11927,5.02744
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,22,0.245376,2.97157,1.33823,0.487424,5.13008,5.0426
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,23,0.244672,2.96726,1.3265,0.490496,5.11722,5.02893
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,24,0.242304,2.98408,1.32722,0.489472,5.13523,5.04307
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,25,0.247328,2.98258,1.32635,0.485376,5.12351,5.04164
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,26,0.24864,3.01224,1.33173,0.484352,5.18342,5.07696
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,27,0.24848,2.99188,1.33541,0.484352,5.15413,5.06013
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,28,0.246496,2.98358,1.33506,0.4864,5.13843,5.05154
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",2,203,29,0.248224,2.97344,1.33608,0.485376,5.14817,5.04312
