dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,0,0.85216,0,2420.12,3.07709,2424.09,2424.04
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,1,0.76176,0,2387.11,1.76637,2389.76,2389.64
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,2,0.77216,0,2499.67,1.76429,2502.32,2502.2
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,3,0.76208,0,2388.18,1.75917,2390.8,2390.7
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,4,0.772352,0,2459.07,1.76022,2461.72,2461.6
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,5,0.762816,0,2447.05,1.76323,2449.67,2449.57
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,6,0.770496,0,2371.3,1.76848,2373.96,2373.84
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,7,0.772736,0,2378,1.75824,2380.65,2380.53
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,8,0.759904,0,2373.02,1.76224,2375.65,2375.54
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,9,0.75904,0,2365.6,1.7407,2368.21,2368.1
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,10,0.763328,0,2375.05,1.7479,2377.66,2377.56
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,11,0.76912,0,2360.42,1.76224,2363.06,2362.95
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,12,0.762112,0,2364.36,1.7489,2366.97,2366.87
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,13,0.756992,0,2375.62,1.74176,2378.23,2378.12
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,14,0.770336,0,2361.04,1.75306,2363.68,2363.56
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,15,0.758688,0,2366.49,1.76845,2369.12,2369.02
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,16,0.764448,0,2382.53,1.74582,2385.14,2385.04
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,17,0.757728,0,2356.35,1.74794,2358.96,2358.86
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,18,0.758624,0,2362.62,1.74685,2365.23,2365.13
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,19,0.761056,0,2359.2,1.74384,2361.8,2361.7
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,20,0.760096,0,2363.33,1.74176,2365.93,2365.83
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,21,0.758528,0,2359.42,1.74278,2362.03,2361.92
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,22,0.759808,0,2365.05,1.7479,2367.66,2367.56
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,23,0.758048,0,2361.58,1.74592,2364.18,2364.08
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,24,0.765632,0,2361.64,1.74384,2364.25,2364.15
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,25,0.76032,0,2372.13,1.74586,2374.74,2374.64
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,26,0.761408,0,2366.14,1.74896,2368.75,2368.65
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,27,0.756672,0,2361.06,1.74378,2363.67,2363.56
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,28,0.760384,0,2361.04,1.74384,2363.65,2363.55
3,double,uniform,GPU,"P | P | P | P | P | P",4,406,29,0.759552,0,2391.04,1.74378,2393.65,2393.54
