dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,0,38.0552,480.113,4.00325,1.75504,524.181,523.927
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,1,37.6916,462.791,3.93483,1.03936,505.593,505.457
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,2,37.9694,449.595,3.9236,1.0465,492.665,492.535
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,3,38.0203,437.731,3.97431,1.04134,480.9,480.767
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,4,38.0441,452.016,4.02036,1.04035,495.252,495.12
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,5,37.6456,451.78,3.94931,1.03626,494.553,494.412
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,6,37.6884,437.288,3.98476,1.04138,480.141,480.002
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,7,37.738,460.52,3.99319,1.03517,503.417,503.286
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,8,38.0126,431.003,4.03378,1.03728,474.229,474.087
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,9,37.6492,458.993,4.02998,1.03619,501.853,501.709
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,10,37.665,445.712,4.01496,1.04042,488.567,488.433
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,11,37.5811,432.034,4.02954,1.03626,474.812,474.681
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,12,38.5465,446.122,3.99692,1.04029,489.851,489.706
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,13,38.3843,445.341,4.03609,1.05158,488.18,488.813
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,14,38.1417,435.452,3.97531,1.0383,478.742,478.607
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,15,37.6936,439.087,3.98816,1.03731,481.909,481.806
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,16,37.7228,439.812,4.02504,1.04237,482.737,482.602
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,17,37.8919,433.668,4.04705,1.03827,476.779,476.645
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,18,37.8177,470.312,4.05147,1.03725,513.356,513.219
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,19,39.946,434.38,4.13219,1.06899,479.702,479.528
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,20,37.781,424.265,4.05437,1.0424,467.28,467.142
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,21,37.7355,447.944,4.0156,1.03725,490.867,490.732
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,22,37.9466,436.469,4.03814,1.03728,479.622,479.491
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,23,37.9434,428.477,4.05673,1.03728,471.645,471.514
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,24,37.5196,422.144,4.00731,1.03626,464.842,464.707
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,25,37.8638,440.194,4.05817,1.04653,483.299,483.163
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,26,37.9789,431.55,4.05814,1.03722,474.757,474.625
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,27,37.4384,427.624,4.02537,1.03933,470.26,470.128
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,28,37.6741,425.48,3.98312,1.03517,468.203,468.172
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,29,38.3123,424.233,3.93555,1.03418,466.918,467.515
