dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,0,0.972352,309.744,2.35667,0.619488,313.814,313.692
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,1,0.348,223.02,2.33232,0.307168,226.017,226.008
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,2,0.351808,210.39,2.33008,0.302016,213.382,213.374
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,3,0.350112,192.735,2.32702,0.30304,195.722,195.715
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,4,0.347104,197.062,2.32775,0.303104,200.045,200.04
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,5,0.343936,202.575,2.36078,0.304128,204.072,205.583
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,6,0.347744,204.181,2.37263,0.308224,207.153,207.209
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,7,0.348896,195.344,2.3257,0.306112,198.33,198.325
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,8,0.345088,199.572,2.32172,0.303072,202.555,202.542
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,9,0.345856,190.723,2.32919,0.30416,193.692,193.702
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,10,0.350944,195.807,2.32104,0.30208,198.781,198.781
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,11,0.347424,196.091,2.36547,0.306144,195.302,199.11
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,12,0.348832,199.9,2.33253,0.31536,202.921,202.896
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,13,0.344832,199.972,2.32485,0.308192,202.959,202.95
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,14,0.348448,200.149,2.33207,0.30304,203.144,203.133
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,15,0.349632,207.349,2.37294,0.304096,201.825,210.376
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,16,0.3496,202.42,2.32839,0.308224,205.419,205.406
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,17,0.347616,203.418,2.3229,0.30512,206.405,206.394
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,18,0.346496,212.215,2.35986,0.307168,203.936,215.228
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,19,0.346208,203.515,2.37066,0.305088,200.366,206.537
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,20,0.343872,212.726,2.36576,0.3072,211.634,215.743
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,21,0.343712,207.656,2.36736,0.3072,209.778,210.675
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,22,0.34944,198.289,2.32877,0.305088,201.286,201.273
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,23,0.341952,205.635,2.37083,0.306176,203.346,208.654
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,24,0.35392,215.491,2.39421,0.316416,216.71,218.556
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,25,0.3624,210.495,2.43741,0.31536,204.903,213.61
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,26,0.348608,211.754,2.3726,0.306176,209.64,214.782
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,27,0.345056,202.708,2.38794,0.306176,202.643,205.747
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,28,0.342848,206.843,2.37017,0.305152,207.975,209.862
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,29,0.34688,196.513,2.3653,0.3072,199.528,199.533
