dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,0,14.6204,0,654.08,0.973824,668.883,669.674
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,1,10.8152,0,242.236,0.360352,253.432,253.412
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,2,10.7807,0,256.984,0.357312,268.109,268.122
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,3,10.9181,0,250.848,0.369568,262.246,262.136
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,4,10.8171,0,246.301,0.370656,257.587,257.489
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,5,10.835,0,248.035,0.35936,259.192,259.23
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,6,10.8347,0,267.031,0.36144,278.298,278.227
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,7,10.8685,0,245.711,0.359328,256.906,256.939
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,8,10.8127,0,246.98,0.371712,258.14,258.164
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,9,11.8891,0,245.816,0.377888,258.2,258.083
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,10,10.9415,0,248.616,0.35728,259.845,259.914
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,11,10.9495,0,248.776,0.363488,260.097,260.089
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,12,10.9086,0,236.917,0.3624,248.088,248.188
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,13,11.1909,0,246.461,0.363488,257.647,258.016
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,14,10.9331,0,243.845,0.399328,255.223,255.177
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,15,11.0799,0,270.829,0.401344,282.436,282.31
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,16,10.851,0,271.576,0.360416,282.837,282.788
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,17,10.805,0,256.443,0.362432,267.662,267.61
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,18,10.9787,0,259.432,0.360416,270.88,270.771
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,19,10.8043,0,252.318,0.362432,263.471,263.485
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,20,12.7519,0,244.918,0.368576,256.067,258.038
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,21,11.7951,0,244.996,0.367616,257.278,257.158
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,22,10.8592,0,236.973,0.363456,248.189,248.195
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,23,10.9004,0,457.709,0.359392,469.084,468.969
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,24,10.9232,0,275.998,0.360448,287.268,287.282
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,25,10.9466,0,250.622,0.373664,261.968,261.942
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,26,10.9601,0,261.527,0.368544,272.844,272.855
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,27,10.9275,0,237.159,0.358368,248.321,248.445
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,28,10.7955,0,246.596,0.356288,257.749,257.747
3,float,uniform,CPU,"P | P | P | P | P | P",6,323,29,10.832,0,261.176,0.365472,272.436,272.373
