dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,0,0.666368,9.5708,1.47575,0.685056,12.5617,12.398
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,1,0.243008,2.39003,1.47938,0.488448,4.6868,4.60087
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,2,0.247296,2.38467,1.46529,0.485376,4.67657,4.58263
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,3,0.248736,2.40241,1.47994,0.488448,4.70783,4.61954
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,4,0.260416,2.41977,1.47637,0.488448,4.73193,4.645
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,5,0.24976,2.39874,1.47774,0.489472,4.71162,4.61571
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,6,0.245344,2.39794,1.47378,0.502784,4.71135,4.61985
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,7,0.247584,2.46822,1.473,0.488448,4.76836,4.67725
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,8,0.249056,2.41736,1.4945,0.488448,4.7439,4.64937
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,9,0.247552,2.37808,1.47894,0.4864,4.68115,4.59097
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,10,0.24576,2.43304,1.4589,0.485376,4.70517,4.62308
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,11,0.249792,2.46242,1.46763,0.489472,4.76003,4.66931
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,12,0.248352,2.38169,1.46967,0.490496,4.67777,4.59021
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,13,0.248704,2.37889,1.48527,0.487424,4.68623,4.60028
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,14,0.248576,2.38431,1.47556,0.488448,4.68537,4.5969
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,15,0.246144,2.46721,1.46922,0.487424,4.7545,4.67
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,16,0.247616,2.37585,1.48001,0.487424,4.67872,4.5909
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,17,0.247328,2.5317,1.4589,0.483328,4.80181,4.72126
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,18,0.243648,2.39003,1.47982,0.485376,4.6962,4.59887
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,19,0.249376,2.37562,1.47265,0.485376,4.67702,4.58302
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,20,0.246688,2.38266,1.47991,0.4864,4.68297,4.59566
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,21,0.248384,2.37714,1.46733,0.487424,4.66786,4.58028
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,22,0.245312,2.42413,1.53548,0.484352,4.76759,4.68928
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,23,0.247904,2.3783,1.48107,0.4864,4.69789,4.59367
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,24,0.246048,2.38623,1.47821,0.488448,4.68663,4.59893
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,25,0.245696,2.45433,1.46276,0.483328,4.75042,4.64611
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,26,0.246784,2.39192,1.47847,0.489472,4.69082,4.60665
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,27,0.249184,2.37138,1.47078,0.487424,4.66821,4.57877
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,28,0.248512,2.38797,1.47472,0.485376,4.68325,4.59657
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,29,0.24864,2.37428,1.47781,0.488448,4.67656,4.58918
