dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,0,64.9025,0,2524.49,3.11661,2592.58,2592.51
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,1,64.752,0,2499.61,1.77744,2566.27,2566.14
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,2,63.6733,0,2442.51,1.77168,2507.98,2507.96
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,3,65.3948,0,2373.71,1.75958,2440.99,2440.86
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,4,63.9396,0,2360.43,1.7663,2426.22,2426.14
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,5,65.4861,0,2376.23,1.77075,2442.07,2443.48
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,6,64.792,0,2355.04,1.75459,2421.71,2421.59
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,7,63.6285,0,2359.39,1.76416,2424.92,2424.78
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,8,64.4319,0,2361.39,1.76054,2427.7,2427.59
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,9,64.5512,0,2357.12,1.75875,2422.68,2423.43
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,10,63.86,0,2361.5,1.76886,2427.26,2427.12
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,11,64.4185,0,2376.04,1.76771,2441.87,2442.22
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,12,64.7477,0,2380.23,1.7551,2446.86,2446.74
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,13,64.4712,0,2361.47,1.76522,2426.9,2427.7
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,14,63.8475,0,2379.47,1.76646,2445.22,2445.09
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,15,63.9345,0,2365.43,1.75706,2431.25,2431.13
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,16,63.7407,0,2467.24,1.76038,2532.8,2532.74
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,17,65.3111,0,2452.07,1.75651,2519.26,2519.14
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,18,64.2468,0,2426.35,1.7593,2492.47,2492.35
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,19,64.6178,0,2377.27,1.75718,2442.89,2443.65
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,20,64.3251,0,2384.98,1.75853,2451.19,2451.06
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,21,63.7297,0,2363.4,1.77123,2428.95,2428.9
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,22,63.6092,0,2358.24,1.75645,2423.61,2423.6
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,23,64.5915,0,2360.26,1.75619,2426.73,2426.61
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,24,64.4147,0,2371.18,1.75501,2437.06,2437.35
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,25,64.5639,0,2357.97,1.75971,2423.35,2424.3
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,26,63.7953,0,2363.09,1.75878,2428.69,2428.64
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,27,63.4755,0,2354.98,1.75885,2420.34,2420.22
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,28,64.3593,0,2437.83,1.76221,2504,2503.95
3,double,uniform,CPU,"P | P | P | P | P | P",4,406,29,63.7096,0,2429.81,1.7753,2495.43,2495.29
