dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,0,0.743392,280.169,1.29561,0.52016,279.3,282.728
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,1,0.21184,197.206,1.27152,0.205824,198.97,198.895
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,2,0.195744,182.863,1.2758,0.192512,182.494,184.527
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,3,0.20448,191.965,1.36255,0.1976,193.831,193.73
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,4,0.2112,180.006,1.2652,0.19968,181.719,181.682
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,5,0.197248,177.638,1.36283,0.199616,179.496,179.398
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,6,0.204928,180.951,1.2581,0.201728,182.705,182.616
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,7,0.208608,179.009,1.26431,0.200704,179.074,180.682
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,8,0.214848,179.733,1.26443,0.200704,180.69,181.413
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,9,0.212032,187.469,1.27123,0.200704,189.236,189.153
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,10,0.20704,184.114,1.25495,0.198656,182.778,185.775
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,11,0.189952,177.145,1.27553,0.195584,177.669,178.806
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,12,0.191712,188.117,1.27929,0.197632,189.302,189.786
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,13,0.218528,182.194,1.2583,0.198656,183.322,183.869
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,14,0.199648,175.459,1.27722,0.19248,176.574,177.129
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,15,0.192288,382.372,1.27939,0.195584,185.491,384.04
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,16,0.199296,179.055,1.36588,0.2048,180.925,180.825
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,17,0.192992,187.2,1.27393,0.194496,187.165,188.861
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,18,0.206688,179.648,1.2539,0.200704,178.229,181.309
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,19,0.209216,191.134,1.27407,0.196608,190.205,192.814
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,20,0.192832,178.346,1.27894,0.19552,177.998,180.013
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,21,0.197952,176.773,1.36202,0.199616,178.63,178.533
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,22,0.207104,183.567,1.29003,0.217088,179.919,185.281
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,23,0.215648,175.591,1.26835,0.202752,177.366,177.277
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,24,0.203936,177.376,1.29892,0.195552,178.889,179.075
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,25,0.212512,181.117,1.26969,0.206848,182.878,182.806
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,26,0.207104,185.107,1.26742,0.202752,186.327,186.784
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,27,0.207552,178.265,1.26268,0.198656,179.542,179.934
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,28,0.20288,181.024,1.2702,0.200704,181.922,182.698
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,29,0.211392,189.766,1.25839,0.19968,189.358,191.436
