dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,0,25.7283,454.132,2.91408,1.10179,484.065,483.876
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,1,24.2908,379.306,2.88692,0.741344,407.359,407.225
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,2,22.7012,380.703,2.79765,0.709568,403.673,406.911
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,3,22.5311,380.807,2.8345,0.708608,405.266,406.881
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,4,24.2686,373.135,2.88595,0.728,401.148,401.018
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,5,22.944,363.536,2.77496,0.708512,388.111,389.963
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,6,24.5234,368.45,2.86812,0.723904,396.753,396.565
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,7,24.1001,382.645,2.82054,0.708544,408.433,410.275
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,8,22.5009,361.118,2.75597,0.733184,385.817,387.108
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,9,22.7817,358.977,2.7724,0.70752,378.935,385.238
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,10,24.2754,350.618,2.81618,0.70656,375.498,378.416
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,11,22.3926,360.594,2.85945,0.709632,384.318,386.555
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,12,24.2761,369.87,2.88279,0.734112,397.887,397.763
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,13,24.1936,350.463,2.89806,0.728,378.405,378.282
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,14,22.5243,350.216,2.77672,0.735232,373.918,376.252
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,15,24.6275,360.15,2.86508,0.72704,388.49,388.37
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,16,24.6004,368.867,2.87368,0.723968,397.188,397.065
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,17,24.4035,373.58,2.80779,0.705504,393.495,401.497
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,18,24.3165,350.878,2.89255,0.73216,378.942,378.819
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,19,22.7467,358.012,2.80819,0.739328,381.514,384.307
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,20,24.4137,358.687,2.88353,0.731104,386.863,386.715
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,21,24.0364,358.762,2.88794,0.719872,373.358,386.406
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,22,22.2727,372.688,2.79083,0.738304,391.726,398.489
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,23,22.3915,374.024,2.77255,0.738304,394.795,399.926
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,24,24.2533,364.247,2.86953,0.724992,392.222,392.094
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,25,22.9058,357.206,2.7727,0.707552,375.912,383.593
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,26,22.914,363.989,2.7718,0.706528,378.962,390.382
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,27,24.5748,352.987,2.86544,0.721984,381.276,381.149
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,28,22.7374,364.914,2.75934,0.708576,389.869,391.119
3,double,uniform,CPU,"P | P | P | P | N | D",8,369,29,24.3011,352.602,2.86517,0.720832,380.61,380.489
