dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,0,36.7679,249.512,3.85908,1.14579,291.46,291.285
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,1,36.4033,243.779,3.82099,0.491456,284.611,284.495
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,2,36.2034,237.052,3.82388,0.489408,277.686,277.569
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,3,36.2296,241.269,3.83329,0.488416,281.941,281.82
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,4,36.2259,243.445,3.81679,0.489472,284.07,283.977
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,5,36.0825,237.927,3.83346,0.489472,278.446,278.332
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,6,36.1404,239.452,3.83103,0.490432,280.031,279.914
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,7,36.3186,237.12,3.82971,0.49248,277.881,277.76
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,8,36.3444,236.803,3.83063,0.492512,277.588,277.47
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,9,36.3411,231.617,3.8259,0.490432,272.396,272.274
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,10,36.5661,260.101,3.82694,0.490432,301.102,300.984
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,11,36.7753,235.646,3.82785,0.486336,276.852,276.735
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,12,36.5963,235.449,3.82905,0.493568,276.488,276.368
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,13,36.6316,246.821,3.82908,0.491456,287.889,287.773
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,14,36.5839,239.637,3.83849,0.488416,280.663,280.548
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,15,36.5686,244.614,3.82684,0.4864,285.615,285.496
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,16,36.0702,245.003,3.82852,0.48944,285.506,285.391
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,17,36.1896,238.443,3.82504,0.48736,279.062,278.945
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,18,36.1623,246.151,3.83644,0.490464,286.76,286.64
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,19,36.1734,251.408,3.82685,0.491488,292.014,291.899
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,20,36.2039,251.461,3.82301,0.48944,292.095,291.977
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,21,36.2544,247.096,3.82622,0.48944,287.786,287.666
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,22,36.344,245.186,3.89496,0.498656,286.073,285.924
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,23,36.6297,230.406,3.84858,0.48848,271.489,271.373
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,24,36.6652,241.362,3.82559,0.48944,282.46,282.342
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,25,36.6593,241.457,3.8277,0.487424,282.549,282.431
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,26,36.4834,257.496,3.82875,0.49248,298.418,298.3
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,27,36.562,236.305,3.82892,0.490496,277.305,277.187
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,28,36.1722,232.707,3.82697,0.489408,273.314,273.196
3,float,uniform,CPU,"D | D | D | D | N | D",4,406,29,36.1066,241.569,3.82786,0.489408,282.113,281.992
