dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,0,14.9857,0.394139,1.44619,0.734208,17.6801,17.5602
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,1,14.1208,0.381719,1.42493,0.483328,16.5167,16.4108
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,2,14.0085,0.423022,1.41328,0.48128,16.4141,16.3261
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,3,14.0995,0.379817,1.42584,0.48128,16.4728,16.3864
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,4,14.1334,0.382912,1.43015,0.483328,16.5212,16.4298
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,5,14.1648,0.379933,1.4353,0.482304,16.5478,16.4623
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,6,14.264,0.381698,1.4398,0.4864,16.6583,16.5719
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,7,14.117,0.380695,1.43143,0.479232,16.543,16.4084
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,8,14.3109,0.382916,1.43256,0.484352,16.7121,16.6108
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,9,14.141,0.381741,1.43355,0.480256,16.5241,16.4365
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,10,13.9468,0.381451,1.42693,0.480256,16.3289,16.2354
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,11,14.3182,0.382881,1.42844,0.479232,16.698,16.6087
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,12,13.9443,0.382527,1.42519,0.482304,16.3244,16.2343
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,13,13.8624,0.380072,1.42642,0.48128,16.2377,16.1502
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,14,13.9005,0.384787,1.43335,0.48128,16.2862,16.2
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,15,14.0552,0.384437,1.42548,0.479232,16.4309,16.3443
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,16,14.1465,0.385894,1.42375,0.48128,16.5584,16.4375
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,17,14.1674,0.380978,1.42692,0.483328,16.5476,16.4586
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,18,14.1577,0.383289,1.43654,0.479232,16.5471,16.4568
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,19,14.088,0.381241,1.4303,0.479232,16.4659,16.3788
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,20,14.1999,0.379509,1.42809,0.479232,16.574,16.4867
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,21,13.9361,0.385647,1.43765,0.479232,16.3295,16.2386
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,22,14.1733,0.379817,1.42571,0.478208,16.5447,16.4571
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,23,14.1079,0.378412,1.43066,0.490496,16.4947,16.4075
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,24,13.9064,0.378273,1.43985,0.479232,16.2919,16.2038
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,25,13.9629,0.385155,1.43096,0.484352,16.3528,16.2634
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,26,14.3021,0.379165,1.43285,0.482304,16.6839,16.5964
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,27,14.2928,0.381161,1.42842,0.480256,16.6713,16.5826
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,28,14.1587,0.380172,1.42778,0.478208,16.576,16.4448
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",1,161,29,14.3456,0.380722,1.43188,0.483328,16.7295,16.6416
