dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,0,12.4978,284.807,1.45634,0.747488,290.636,299.509
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,1,12.3591,185.852,1.53712,0.423872,200.289,200.172
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,2,12.3807,181.566,1.5359,0.419776,196.019,195.902
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,3,11.5933,181.465,1.41143,0.41264,184.918,194.882
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,4,11.5884,185.537,1.41116,0.408512,198.031,198.945
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,5,12.1881,190.152,1.53587,0.417696,204.416,204.293
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,6,11.3561,185.328,1.43089,0.407552,197.945,198.522
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,7,12.2771,184.249,1.54447,0.415712,198.6,198.486
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,8,12.2184,179.047,1.53227,0.416704,193.335,193.215
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,9,12.1638,177.144,1.43963,0.41264,188.017,191.16
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,10,11.4529,174.16,1.42742,0.408608,186.25,187.449
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,11,12.2014,179.06,1.53417,0.419776,193.33,193.215
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,12,12.1598,175.365,1.4449,0.413632,188.466,189.383
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,13,12.5843,179.843,1.42591,0.413632,191.825,194.267
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,14,13.8143,187.176,1.64516,0.430048,203.236,203.066
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,15,12.2263,173.222,1.53185,0.414656,187.51,187.395
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,16,12.3267,176.654,1.55372,0.427008,191.109,190.961
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,17,11.4563,177.201,1.42884,0.407552,187.103,190.494
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,18,11.6063,180.797,1.40754,0.41264,191.209,194.223
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,19,11.519,177.698,1.40878,0.418752,188.202,191.045
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,20,12.1492,178.279,1.44311,0.416672,185.745,192.288
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,21,11.4188,185.06,1.42871,0.407552,193.766,198.315
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,22,12.273,184.571,1.54144,0.436128,198.958,198.821
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,23,11.5772,178.906,1.43064,0.405504,190.808,192.32
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,24,11.5935,182.024,1.40633,0.409536,193.393,195.433
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,25,11.4589,180.98,1.4354,0.409568,191.032,194.283
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,26,11.5538,181.05,1.40351,0.409536,192.144,194.417
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,27,12.1988,180.884,1.44428,0.416672,191.28,194.944
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,28,12.1919,180.167,1.51032,0.442304,186.986,194.311
3,float,uniform,CPU,"P | P | P | P | D | N",8,369,29,11.4331,177.192,1.43178,0.406528,187.071,190.463
