dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,0,1.16432,0,629.393,0.919584,631.62,631.477
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,1,0.182912,0,251.552,0.366528,252.115,252.101
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,2,0.181856,0,273.748,0.3696,274.303,274.299
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,3,0.177312,0,258.384,0.358336,259.019,258.92
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,4,0.187168,0,236.379,0.385056,236.965,236.951
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,5,0.186176,0,252.559,0.37472,253.156,253.12
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,6,0.184832,0,253.553,0.362432,254.115,254.1
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,7,0.178048,0,247.999,0.36352,248.469,248.54
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,8,0.181344,0,243.948,0.363488,244.433,244.493
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,9,0.180448,0,238.861,0.360352,239.427,239.402
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,10,0.17664,0,242.864,0.3624,243.344,243.403
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,11,0.179552,0,231.498,0.361376,231.966,232.039
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,12,0.181216,0,227.308,0.360416,227.786,227.849
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,13,0.17904,0,232.996,0.364512,233.471,233.539
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,14,0.190816,0,236.377,0.372672,236.922,236.94
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,15,0.183744,0,239.408,0.388032,239.914,239.98
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,16,0.181824,0,231.549,0.36144,232.03,232.092
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,17,0.176192,0,247.146,0.358368,247.621,247.68
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,18,0.176096,0,228.281,0.362496,228.75,228.82
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,19,0.17472,0,226.018,0.357312,226.551,226.551
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,20,0.182272,0,219.73,0.357376,220.206,220.269
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,21,0.183232,0,232.897,0.36448,233.386,233.445
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,22,0.182528,0,226.439,0.368608,226.917,226.99
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,23,0.179424,0,237.218,0.364512,237.696,237.762
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,24,0.181536,0,232.705,0.361408,233.177,233.248
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,25,0.178624,0,242.639,0.361376,243.112,243.179
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,26,0.177664,0,229.102,0.3584,229.575,229.638
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,27,0.175584,0,239.323,0.36144,239.805,239.86
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,28,0.192192,0,223.161,0.372704,223.71,223.726
3,float,uniform,GPU,"P | P | P | P | P | P",6,323,29,0.181376,0,259.978,0.379872,260.485,260.539
