dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,0,9.14835,12.0371,0.402826,0.387072,22.3428,21.9753
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,1,7.72781,2.08946,0.394103,0.182272,10.7617,10.3936
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,2,7.668,2.1663,0.367535,0.185344,10.7113,10.3872
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,3,7.71254,2.09516,0.368488,0.185344,10.7024,10.3615
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,4,7.68739,2.18498,0.370132,0.183296,10.6903,10.4258
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,5,7.82627,2.07974,0.36622,0.186368,10.6569,10.4586
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,6,7.82867,2.09611,0.369258,0.186368,10.7838,10.4804
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,7,7.74934,2.13104,0.368001,0.186368,10.7447,10.4348
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,8,7.82342,2.11705,0.367074,0.182272,10.7657,10.4898
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,9,7.67942,2.28526,0.367598,0.187392,10.8653,10.5197
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,10,7.82058,2.1155,0.387354,0.190464,10.7807,10.5139
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,11,7.6943,2.12874,0.372186,0.187392,10.7607,10.3826
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,12,7.85414,2.08717,0.367238,0.185344,10.6485,10.4939
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,13,7.72797,2.11059,0.367581,0.186368,10.6409,10.3925
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,14,7.77866,2.14983,0.367736,0.185344,10.7665,10.4816
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,15,7.72899,2.2545,0.371634,0.187392,10.7637,10.5425
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,16,7.81296,2.11282,0.424034,0.186368,10.6957,10.5362
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,17,7.71341,2.07327,0.370094,0.187392,10.6695,10.3442
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,18,7.89546,2.08217,0.367352,0.186368,10.7667,10.5314
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,19,7.75805,2.10122,0.367354,0.186368,10.5843,10.413
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,20,7.68637,2.21492,0.369827,0.190464,10.865,10.4616
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,21,7.84182,2.12936,0.367376,0.18432,10.8054,10.5229
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,22,7.67523,2.15207,0.366117,0.187392,10.7344,10.3808
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,23,7.83818,2.1056,0.369263,0.183296,10.8203,10.4963
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,24,7.86058,2.0723,0.369285,0.183296,10.7225,10.4855
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,25,7.83952,2.12839,0.369105,0.185344,10.8001,10.5224
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,26,7.7089,2.08736,0.368934,0.186368,10.7272,10.3516
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,27,7.83091,2.09595,0.367516,0.186368,10.7882,10.4807
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,28,7.71843,2.09134,0.366611,0.183296,10.6689,10.3597
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",4,256,29,7.71619,2.0893,0.367819,0.285696,10.7286,10.459
