dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,0,0.577664,9.02952,0.808325,0.507904,11.0433,10.9234
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,1,0.155808,1.58845,0.79754,0.301056,2.93254,2.84285
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,2,0.158368,1.59592,0.773375,0.292864,2.90887,2.82053
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,3,0.158752,1.59625,0.780096,0.29184,2.91554,2.82693
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,4,0.157184,1.60043,0.775662,0.289792,2.91231,2.82307
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,5,0.158144,1.60862,0.778956,0.293888,2.92758,2.83961
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,6,0.155232,1.6088,0.775033,0.292864,2.91951,2.83193
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,7,0.158656,1.58461,0.781476,0.288768,2.91025,2.81351
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,8,0.158112,1.66182,0.779576,0.29184,2.97973,2.89135
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,9,0.15568,1.58636,0.772937,0.328704,2.92733,2.84368
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,10,0.158784,1.59356,0.775796,0.294912,2.91787,2.82305
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,11,0.159904,1.59127,0.775324,0.288768,2.90162,2.81527
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,12,0.1632,1.59202,0.778049,0.293888,2.91432,2.82716
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,13,0.155104,1.59074,0.780283,0.289792,2.90495,2.81592
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,14,0.155168,1.59533,0.78042,0.29184,2.91099,2.82276
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,15,0.158464,1.58688,0.776078,0.294912,2.89766,2.81633
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,16,0.1576,1.62156,0.777752,0.290816,2.9315,2.84772
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,17,0.156064,1.66378,0.771887,0.293888,2.97245,2.88562
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,18,0.160384,1.59534,0.779716,0.29184,2.91386,2.82728
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,19,0.157152,1.58562,0.770102,0.29184,2.90463,2.80472
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,20,0.156416,1.60132,0.780785,0.29184,2.91746,2.83036
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,21,0.155392,1.60294,0.774376,0.293888,2.91246,2.8266
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,22,0.161696,1.59948,0.842738,0.29184,2.98221,2.89575
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,23,0.158048,1.58577,0.777027,0.288768,2.8979,2.80961
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,24,0.154912,1.61946,0.771041,0.292864,2.92248,2.83828
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,25,0.154624,1.57941,0.779906,0.294912,2.89372,2.80885
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,26,0.156192,1.58508,0.777724,0.292864,2.90857,2.81186
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,27,0.156928,1.58834,0.778704,0.29184,2.90257,2.81581
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,28,0.160224,1.57768,0.774392,0.291808,2.89253,2.8041
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",2,203,29,0.160384,1.59274,0.779281,0.29184,2.91323,2.82424
