dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,0,1.09578,260.661,1.44968,0.723968,264.091,263.931
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,1,0.209824,186.038,1.51719,0.423936,188.297,188.188
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,2,0.200416,194.234,1.4146,0.4096,192.959,196.259
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,3,0.215168,188.138,1.41649,0.417792,190.223,190.187
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,4,0.209152,181.27,1.39338,0.41472,174.135,183.287
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,5,0.211232,179.497,1.39042,0.417792,175.556,181.517
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,6,0.215744,186.756,1.39873,0.418816,188.825,188.79
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,7,0.208384,182.188,1.39082,0.415744,183.988,184.203
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,8,0.211296,192.085,1.41344,0.43008,194.173,194.139
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,9,0.20784,181.33,1.38758,0.413696,172.917,183.339
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,10,0.199392,187.463,1.42278,0.410624,187.786,189.496
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,11,0.22992,196.122,1.41076,0.417792,198.273,198.181
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,12,0.211488,181.8,1.40826,0.413696,183.832,183.834
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,13,0.21136,184.15,1.38893,0.410528,184.557,186.161
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,14,0.228832,181.923,1.42188,0.41264,181.609,183.986
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,15,0.210272,187.212,1.48529,0.43216,178.276,189.34
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,16,0.218144,190.988,1.413,0.412672,190.888,193.032
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,17,0.209632,190.277,1.39936,0.423936,185.79,192.31
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,18,0.215776,188.887,1.42503,0.418816,189.922,190.946
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,19,0.213888,195.571,1.41979,0.41472,195.196,197.619
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,20,0.206848,180.943,1.42571,0.413664,182.063,182.989
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,21,0.201856,191.212,1.39358,0.41056,193.25,193.218
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,22,0.211296,176.41,1.39356,0.415744,177.766,178.431
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,23,0.20976,179.903,1.39011,0.413696,178.295,181.917
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,24,0.20512,176.759,1.42354,0.416768,170.906,178.804
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,25,0.230624,179.17,1.41584,0.415744,181.337,181.232
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,26,0.211584,173.546,1.41838,0.415744,175.634,175.591
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,27,0.212864,184.081,1.54772,0.432096,186.414,186.273
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,28,0.21008,186.435,1.41142,0.415744,188.522,188.472
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,29,0.211168,189.423,1.41649,0.413696,191.505,191.464
