dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,0,57.6631,1120.1,6.67184,2.5303,1183.86,1186.96
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,1,57.8621,1039.36,6.64373,1.88723,1100.63,1105.76
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,2,63.533,1048.5,6.67902,1.84829,1119.99,1120.56
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,3,63.5237,1022,6.79831,1.85648,1094.33,1094.18
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,4,64.047,1052.7,6.73127,1.85139,1125.49,1125.33
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,5,63.4359,1009.86,6.72584,1.85949,1082.04,1081.88
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,6,63.4517,1019.24,6.70053,1.84826,1089.9,1091.24
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,7,64.341,1025.15,6.63422,1.84832,1097.82,1097.98
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,8,64.92,1052,6.67909,1.85344,1125.6,1125.45
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,9,63.7168,1031.35,6.72605,1.84726,1102.77,1103.64
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,10,63.5171,1001.1,6.74735,1.85347,1073.37,1073.22
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,11,63.3253,1015.26,6.81443,1.87696,1087.2,1087.28
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,12,63.8642,1041.84,6.71807,1.86464,1114.45,1114.29
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,13,64.277,1045.14,6.72624,1.85037,1118.15,1118
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,14,64.1094,1032.61,6.72097,1.85139,1105.44,1105.29
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,15,63.8668,1005.17,6.67498,1.84934,1077.71,1077.56
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,16,64.3312,1014.89,6.63693,1.85437,1087.87,1087.71
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,17,63.7843,1041.58,6.63588,1.85034,1114,1113.85
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,18,63.829,1009.34,6.73659,1.85238,1081.9,1081.76
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,19,63.6602,984.899,6.71537,1.8503,1057.27,1057.13
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,20,63.7399,1037.06,6.63172,1.85242,1109.43,1109.28
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,21,64.6319,1017.39,6.66889,1.85238,1090.69,1090.54
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,22,63.5472,1007.86,6.73277,1.85443,1080.16,1080
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,23,63.675,1037.08,6.65902,1.85235,1109.43,1109.27
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,24,63.7139,1018.5,6.69614,1.85238,1090.91,1090.76
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,25,63.7526,1003.39,6.70169,1.8575,1075.85,1075.7
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,26,63.5323,1040.68,6.78288,1.88205,1113.05,1112.88
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,27,64.4993,1013.13,6.71822,1.85341,1086.35,1086.21
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,28,64.3876,1028.46,6.653,1.85133,1101.5,1101.35
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",4,406,29,63.8025,1021.76,6.67772,1.85139,1094.25,1094.09
