dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,0,15.6795,9.67626,1.45549,0.699392,27.6432,27.5107
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,1,14.8073,2.38024,1.45871,0.487424,19.2296,19.1337
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,2,14.9524,2.37528,1.43513,0.4864,19.3501,19.2493
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,3,14.7708,2.38847,1.45213,0.489472,19.2429,19.1009
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,4,14.9771,2.38261,1.44712,0.488448,19.3974,19.2952
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,5,14.8588,2.43745,1.42832,0.489472,19.3133,19.214
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,6,15.0285,2.39359,1.44002,0.487424,19.4544,19.3495
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,7,14.9808,2.61042,1.42475,0.487424,19.5873,19.5034
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,8,14.9183,2.38891,1.44576,0.489472,19.3418,19.2425
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,9,15.1103,2.38532,1.44352,0.490496,19.536,19.4296
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,10,14.9988,2.37992,1.4449,0.490464,19.4282,19.314
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,11,14.7232,2.40351,1.44009,0.487424,19.161,19.0542
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,12,14.6796,2.38652,1.44254,0.490496,19.1009,18.9991
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,13,14.7106,2.37774,1.44855,0.490496,19.128,19.0274
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,14,14.695,2.45148,1.4331,0.49152,19.1746,19.0711
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,15,14.976,2.39269,1.46221,0.490496,19.4275,19.3214
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,16,14.6344,2.40905,1.44847,0.487424,19.0841,18.9794
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,17,14.705,2.52299,1.4176,0.485376,19.1764,19.131
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,18,14.664,2.47533,1.43939,0.487424,19.1681,19.0662
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,19,14.6022,2.44522,1.42224,0.483328,19.0367,18.953
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,20,14.914,2.38571,1.44425,0.488448,19.3379,19.2324
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,21,14.8021,2.37791,1.44067,0.488448,19.2162,19.1091
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,22,14.6876,2.39667,1.41488,0.484352,19.0346,18.9835
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,23,14.8172,2.39595,1.47962,0.489472,19.2903,19.1823
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,24,14.6943,2.45709,1.45002,0.482304,19.163,19.0838
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,25,14.6028,2.41176,1.43178,0.48128,18.9704,18.9276
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,26,14.8171,2.38067,1.44483,0.488448,19.2374,19.131
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,27,14.6779,2.42097,1.42153,0.48128,19.0808,19.0016
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,28,14.6213,2.38455,1.43501,0.484352,19.0286,18.9252
3,double,uniform,CPU,"P | P | P | P | D | N",2,203,29,14.5744,2.36534,1.45212,0.487424,18.9805,18.8792
