dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,0,0.666528,0.392716,1.33292,0.356352,2.85913,2.74851
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,1,0.22944,0.384027,1.31577,0.217088,2.26593,2.14633
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,2,0.229856,0.385198,1.29874,0.217088,2.25051,2.13088
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,3,0.230432,0.380847,1.2934,0.221184,2.2425,2.12587
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,4,0.231008,0.380116,1.29148,0.219136,2.24058,2.12174
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,5,0.230752,0.380965,1.28779,0.218112,2.23563,2.11762
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,6,0.228384,0.381371,1.2959,0.217088,2.26864,2.12275
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,7,0.231584,0.380269,1.29842,0.216064,2.24422,2.12634
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,8,0.228096,0.380608,1.29473,0.218112,2.24207,2.12155
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,9,0.229984,0.381583,1.29515,0.217088,2.24333,2.1238
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,10,0.229344,0.381916,1.29432,0.219136,2.24388,2.12472
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,11,0.232128,0.385789,1.30343,0.216064,2.25883,2.13741
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,12,0.230304,0.411304,1.29628,0.22016,2.27737,2.15804
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,13,0.230336,0.378076,1.29734,0.218112,2.24277,2.12386
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,14,0.232512,0.380419,1.30033,0.218112,2.24899,2.13138
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,15,0.232832,0.379297,1.29265,0.216064,2.29331,2.12085
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,16,0.2296,0.382821,1.2941,0.217088,2.241,2.12361
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,17,0.228192,0.38722,1.298,0.221184,2.25109,2.13459
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,18,0.231264,0.379625,1.2987,0.217088,2.24921,2.12668
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,19,0.228576,0.379719,1.30172,0.218112,2.247,2.12812
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,20,0.230624,0.379167,1.2901,0.218112,2.23875,2.118
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,21,0.23136,0.378556,1.29137,0.217088,2.23654,2.11838
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,22,0.231584,0.384303,1.29495,0.221184,2.26684,2.13202
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,23,0.229088,0.386507,1.29719,0.216064,2.24951,2.12885
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,24,0.229568,0.381143,1.29615,0.22016,2.24479,2.12702
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,25,0.229248,0.383141,1.28888,0.217088,2.23789,2.11836
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,26,0.23184,0.382265,1.29515,0.219136,2.2497,2.12839
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,27,0.24208,0.384404,1.29466,0.218112,2.26011,2.13926
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,28,0.23056,0.381728,1.29807,0.220128,2.24772,2.13049
3,double,uniform,GPU,"D | D | D | D | D | D",1,161,29,0.22976,0.380229,1.2997,0.217088,2.24972,2.12677
