dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,0,8.4872,8.56957,0.50548,0.44032,18.7467,18.0026
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,1,7.51373,1.42141,0.543828,0.23552,10.224,9.71449
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,2,7.57072,1.35669,0.474512,0.242688,10.182,9.64461
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,3,7.56746,1.33985,0.472478,0.24064,10.1564,9.62043
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,4,7.5351,1.41708,0.477924,0.234496,10.1938,9.66461
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,5,7.53347,1.3496,0.479642,0.249856,10.1572,9.61257
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,6,7.43133,1.33005,0.475297,0.241664,10.0093,9.47834
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,7,7.59475,1.3413,0.475702,0.242688,10.2209,9.65444
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,8,7.64106,1.33833,0.474681,0.23552,10.222,9.68959
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,9,7.61408,1.35681,0.470831,0.24064,10.2265,9.68236
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,10,7.64291,1.35157,0.475508,0.242688,10.2613,9.71268
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,11,7.59619,1.33885,0.469709,0.242688,10.1801,9.64744
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,12,7.57885,1.34174,0.470848,0.242688,10.1619,9.63412
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,13,7.56339,1.33548,0.470161,0.239616,10.1426,9.60865
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,14,7.56768,1.37907,0.471127,0.24064,10.1674,9.65851
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,15,7.55219,1.39129,0.470077,0.24064,10.1569,9.6542
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,16,7.57555,1.34455,0.467974,0.237568,10.1141,9.62565
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,17,7.4879,1.37561,0.474424,0.244736,10.1262,9.58267
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,18,7.51187,1.40729,0.470804,0.241664,10.1651,9.63163
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,19,7.46938,1.48023,0.468927,0.242688,10.0396,9.66122
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,20,7.48262,1.39869,0.468556,0.236544,10.1262,9.58641
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,21,7.47834,1.41808,0.467089,0.241664,10.1348,9.60517
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,22,7.49405,1.36809,0.474995,0.243712,10.1081,9.58084
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,23,7.55235,1.38583,0.469838,0.239616,10.1109,9.64764
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,24,7.44694,1.42483,0.471317,0.237568,10.0754,9.58066
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,25,7.52285,1.38577,0.470322,0.238592,10.1155,9.61753
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,26,7.51264,1.43826,0.473269,0.238592,10.1388,9.66276
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,27,7.53709,1.33921,0.473287,0.24064,10.1258,9.59022
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,28,7.6056,1.36842,0.472063,0.239616,10.1512,9.6857
3,float,nonuniform_z,CPU,"P | P | P | P | Ns | Ns",2,203,29,7.62739,1.34861,0.471103,0.2488,10.2309,9.69591
