dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,0,0.836416,174.145,1.27751,0.485344,176.901,176.744
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,1,0.199456,100.237,1.28693,0.198656,100.868,101.922
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,2,0.201632,98.6624,1.29468,0.201728,99.8741,100.36
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,3,0.20272,96.0169,1.29032,0.19968,96.2367,97.7096
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,4,0.204064,96.2982,1.28735,0.19968,96.8132,97.9893
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,5,0.200832,98.0006,1.26061,0.191456,99.6713,99.6535
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,6,0.196256,96.8787,1.28552,0.198624,97.7243,98.5591
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,7,0.197216,99.8043,1.28071,0.198656,100.654,101.481
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,8,0.199488,96.2477,1.28273,0.198624,97.6679,97.9286
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,9,0.202688,99.1265,1.26564,0.19248,100.801,100.787
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,10,0.2008,100.467,1.28889,0.1976,97.0346,102.155
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,11,0.194784,98.4735,1.28336,0.196576,99.7168,100.148
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,12,0.195616,97.7644,1.28219,0.198624,97.5171,99.4408
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,13,0.195968,99.7432,1.28473,0.198656,99.501,101.423
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,14,0.19888,97.9221,1.26406,0.1904,99.5913,99.5754
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,15,0.200096,100.894,1.31117,0.19968,102.519,102.605
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,16,0.197536,103.899,1.28147,0.201728,104.1,105.58
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,17,0.199168,98.3916,1.26227,0.196544,100.064,100.05
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,18,0.199712,102.998,1.28556,0.198656,103.979,104.682
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,19,0.19648,102.428,1.28661,0.196608,102.202,104.108
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,20,0.197184,103.151,1.28489,0.200704,104.648,104.834
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,21,0.210496,103.71,1.98102,0.198624,105.914,106.1
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,22,0.204032,101.21,1.26312,0.193472,102.877,102.87
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,23,0.202368,101.54,1.29213,0.201728,103.238,103.236
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,24,0.205408,100.265,1.26919,0.196576,101.961,101.936
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,25,0.200192,101.942,1.26471,0.193472,103.614,103.6
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,26,0.201056,102.544,1.26132,0.19152,104.211,104.198
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,27,0.203872,103.335,1.26354,0.19248,105.001,104.995
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,28,0.21024,103.985,1.26293,0.193472,105.655,105.651
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",8,369,29,0.199776,100.101,1.28626,0.197632,101.472,101.784
