dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,0,0.634464,0.397615,1.43229,0.684032,3.2592,3.1484
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,1,0.228768,0.379475,1.40756,0.480256,2.62902,2.49606
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,2,0.23344,0.381592,1.39247,0.482304,2.61766,2.48981
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,3,0.233888,0.398721,1.40551,0.48128,2.64965,2.5194
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,4,0.234368,0.384196,1.40044,0.477184,2.62341,2.49619
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,5,0.231328,0.380863,1.41314,0.482304,2.63663,2.50763
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,6,0.22608,0.380673,1.40169,0.479232,2.61663,2.48768
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,7,0.23472,0.379198,1.4041,0.482304,2.62661,2.50032
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,8,0.23408,0.380976,1.4073,0.480256,2.63395,2.50261
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,9,0.234176,0.379617,1.39986,0.484352,2.62538,2.498
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,10,0.227136,0.381111,1.3957,0.479232,2.61046,2.48318
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,11,0.232064,0.380176,1.40078,0.480256,2.62722,2.49328
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,12,0.234144,0.396093,1.40199,0.478208,2.64196,2.51044
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,13,0.233952,0.380929,1.40605,0.48128,2.63025,2.50221
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,14,0.232224,0.385499,1.4027,0.482304,2.67849,2.50273
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,15,0.228416,0.382166,1.40468,0.479232,2.61846,2.49449
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,16,0.232352,0.380043,1.4113,0.482304,2.63708,2.506
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,17,0.23632,0.381974,1.3993,0.48128,2.62261,2.49887
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,18,0.235264,0.382993,1.40568,0.483328,2.63564,2.50726
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,19,0.229984,0.423921,1.40009,0.479232,2.66085,2.53322
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,20,0.230336,0.379862,1.40259,0.48128,2.6215,2.49406
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,21,0.229472,0.38001,1.40873,0.480256,2.62753,2.49847
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,22,0.234368,0.379266,1.40906,0.479232,2.62816,2.50192
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,23,0.233984,0.381224,1.40306,0.492544,2.64043,2.51082
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,24,0.231744,0.378806,1.40252,0.478208,2.6176,2.49128
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,25,0.232352,0.379244,1.40295,0.479232,2.62113,2.49378
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,26,0.229952,0.381323,1.40182,0.480256,2.62099,2.49335
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,27,0.228,0.37886,1.40265,0.479232,2.61367,2.48874
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,28,0.230016,0.382398,1.40349,0.480256,2.62407,2.49617
3,double,uniform,GPU,"P | P | P | P | D | N",1,161,29,0.232352,0.379452,1.40327,0.48128,2.62417,2.49635
