dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,0,7.95053,0,116.589,0.57344,125.223,125.113
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,1,7.23875,0,1.21955,0.28672,8.81802,8.74502
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,2,7.0191,0,1.19104,0.29184,8.57452,8.50198
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,3,7.0585,0,1.19361,0.28672,8.62833,8.53883
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,4,6.89168,0,1.19352,0.287744,8.44909,8.37294
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,5,6.96483,0,1.19236,0.285696,8.52326,8.44289
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,6,6.94147,0,1.18987,0.28672,8.49221,8.41806
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,7,6.87226,0,1.1845,0.29184,8.42538,8.34859
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,8,7.00102,0,1.18921,0.28672,8.55834,8.47695
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,9,6.96272,0,1.1917,0.290816,8.52023,8.44524
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,10,6.89174,0,1.19918,0.292864,8.45698,8.38379
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,11,6.95968,0,1.19391,0.288768,8.5194,8.44236
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,12,6.91498,0,1.19441,0.287744,8.47809,8.39713
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,13,6.96438,0,1.19083,0.305152,8.53594,8.46037
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,14,6.98144,0,1.19562,0.287744,8.54061,8.4648
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,15,7.03357,0,1.19237,0.29184,8.59488,8.51778
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,16,6.91091,0,1.21331,0.28672,8.48463,8.41095
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,17,6.96474,0,1.19632,0.287744,8.52923,8.4488
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,18,6.97322,0,1.19801,0.28672,8.53566,8.45794
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,19,6.92845,0,1.19583,0.289792,8.48868,8.41407
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,20,7.01744,0,1.20088,0.289792,8.58517,8.50811
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,21,6.99171,0,1.19707,0.288768,8.5539,8.47755
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,22,6.91232,0,1.19081,0.287744,8.46628,8.39087
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,23,6.98269,0,1.19804,0.287744,8.54379,8.46847
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,24,6.9945,0,1.19278,0.287744,8.54996,8.47502
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,25,7.00198,0,1.19034,0.289792,8.56199,8.48211
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,26,6.98243,0,1.19134,0.287744,8.55281,8.46151
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,27,6.93155,0,1.19528,0.290816,8.51605,8.41765
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,28,7.01293,0,1.18672,0.289792,8.565,8.48944
3,float,uniform,CPU,"P | P | P | P | P | P",1,161,29,7.05066,0,1.19287,0.289792,8.61007,8.53332
