dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,0,0.644864,208.765,1.1745,0.621568,199.719,211.205
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,1,0.197152,140.231,1.16551,0.374784,141.832,141.969
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,2,0.182432,115.143,1.15507,0.368576,112.428,116.849
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,3,0.180224,111.149,1.14875,0.365536,112.236,112.843
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,4,0.192032,123.243,1.17884,0.37376,124.977,124.988
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,5,0.181568,113.625,1.16113,0.368544,115.437,115.337
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,6,0.18,127.287,1.14563,0.373696,123.49,128.987
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,7,0.1904,118.487,1.17982,0.376832,115.538,120.234
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,8,0.19088,119.125,1.14598,0.366528,118.298,120.829
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,9,0.185824,113.331,1.15691,0.364512,112.967,115.038
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,10,0.179712,110.229,1.15211,0.364448,110.599,111.925
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,11,0.194176,112.88,1.16726,0.372736,114.621,114.615
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,12,0.19152,111.179,1.15562,0.375808,107.464,112.902
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,13,0.191584,110.972,1.15222,0.375808,112.7,112.691
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,14,0.179776,111.207,1.1551,0.366496,108.557,112.909
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,15,0.185856,109.212,1.15223,0.36448,108.562,110.914
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,16,0.185984,113.433,1.15402,0.3696,115.26,115.142
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,17,0.194048,105.668,1.17836,0.36864,107.505,107.409
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,18,0.176544,109.709,1.14673,0.369696,111.508,111.402
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,19,0.185856,117.414,1.15276,0.375712,119.235,119.129
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,20,0.181408,109.19,1.1451,0.363488,110.105,110.88
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,21,0.18624,105.089,1.15515,0.3696,106.799,106.8
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,22,0.184928,108.508,1.15384,0.367552,107.509,110.215
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,23,0.191776,111.306,1.17418,0.37888,113.152,113.05
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,24,0.191712,106.077,1.17046,0.37888,107.934,107.818
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,25,0.183424,112.265,1.22766,0.368544,114.256,114.045
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,26,0.181664,105.851,1.15566,0.365504,107.399,107.553
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,27,0.1784,105.133,1.14578,0.365536,106.718,106.822
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,28,0.185088,109.034,1.1654,0.371648,110.862,110.756
3,float,uniform,GPU,"P | P | P | P | D | N",6,323,29,0.193696,106.812,1.18932,0.37376,108.646,108.568
