dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,0,23.0178,299.183,2.43723,1.0352,323.446,325.674
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,1,21.5097,229.106,2.39949,0.655296,253.18,253.67
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,2,21.4963,225.043,2.40765,0.657312,242.73,249.605
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,3,21.521,221.57,2.47828,0.662496,246.357,246.231
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,4,21.5442,219.848,2.47325,0.66864,244.69,244.534
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,5,21.4646,224.637,2.40361,0.660416,241.8,249.165
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,6,21.6005,216.883,2.41489,0.655328,241.683,241.553
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,7,21.4545,242.088,2.40437,0.659424,265.74,266.606
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,8,21.4391,212.802,2.44884,0.65632,234.197,237.346
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,9,21.5831,210.125,2.40617,0.65424,234.882,234.768
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,10,21.5078,217.89,2.41597,0.656384,242.613,242.47
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,11,21.4372,210.302,2.47219,0.658368,232.473,234.87
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,12,21.7341,210.926,2.38577,0.652192,230.134,235.698
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,13,21.6692,223.937,2.38931,0.657344,243.929,248.653
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,14,21.8355,212.446,2.40011,0.664512,237.473,237.346
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,15,21.5262,219.031,2.39013,0.6584,237.673,243.606
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,16,21.7195,217.792,2.40393,0.654304,228.229,242.57
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,17,21.4201,207.766,2.43876,0.65424,231.135,232.279
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,18,21.7318,209.795,2.40587,0.653216,234.702,234.586
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,19,21.7569,215.487,2.38869,0.655328,233.836,240.288
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,20,21.6532,212.415,2.40532,0.655296,232.364,237.129
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,21,21.375,227.02,2.49956,0.6584,248.751,251.553
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,22,21.5317,209.068,2.39158,0.65328,233.765,233.644
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,23,21.3924,210.478,2.387,0.657376,228.632,234.915
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,24,21.4349,217.066,2.40369,0.662464,240.808,241.567
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,25,21.6111,210.144,2.41927,0.654272,231.879,234.828
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,26,21.7717,208.089,2.41133,0.654304,233.037,232.926
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,27,21.3771,209.043,2.45117,0.657312,221.643,233.529
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,28,21.4666,223.105,2.39434,0.66144,247.512,247.628
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,29,21.5638,211.746,2.40865,0.653248,236.486,236.372
