dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,0,0.467712,626.763,3.24902,1.70598,628.545,632.186
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,1,0.432064,598.171,3.2259,1.08954,601.507,602.919
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,2,0.433024,586.446,3.21147,1.09056,591.202,591.181
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,3,0.433152,584.5,3.20409,1.03114,589.301,589.169
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,4,0.432544,570.658,3.20527,1.09056,573.835,575.386
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,5,0.436704,589.425,3.19651,1.03315,594.23,594.091
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,6,0.438688,639.459,3.18785,1.03418,644.256,644.119
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,7,0.432768,590.569,3.23358,1.03824,595.405,595.274
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,8,0.43152,570.915,3.19632,1.09978,575.328,575.643
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,9,0.45232,596.233,3.21813,1.0281,601.082,600.931
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,10,0.43504,585.348,3.29241,1.05059,590.259,590.126
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,11,0.440928,578.992,3.20406,1.0352,583.504,583.672
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,12,0.435552,572.082,3.22047,1.09568,575.616,576.833
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,13,0.428384,580.457,3.20142,1.02902,583.347,585.116
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,14,0.445568,581.928,3.22894,1.03827,586.79,586.641
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,15,0.43472,568.378,3.21281,1.09773,573.008,573.124
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,16,0.429728,571.857,3.21077,1.02496,575.725,576.523
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,17,0.433632,609.323,3.22919,1.03526,614.162,614.021
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,18,0.428288,623.366,3.20682,1.03107,627.612,628.033
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,19,0.433472,583.813,3.23243,1.0311,588.643,588.51
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,20,0.43312,570.29,3.22704,1.11104,574.97,575.061
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,21,0.449696,582.174,3.20291,1.10182,585.954,586.928
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,22,0.435072,575.073,3.24018,1.02499,579.907,579.773
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,23,0.435488,619.648,3.18961,1.03315,624.436,624.306
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,24,0.43056,613.572,3.21475,1.02906,618.384,618.246
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,25,0.433696,610.474,3.21845,1.03421,603.699,615.161
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,26,0.43216,587.455,3.23585,1.03213,592.292,592.155
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,27,0.430176,593.936,3.20573,1.1049,598.422,598.677
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,28,0.436128,611.646,3.19603,1.03523,616.445,616.313
3,float,uniform,GPU,"P | P | P | P | D | N",6,465,29,0.4328,635.711,3.23011,1.03629,640.549,640.41
