dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,0,64.4628,487.578,3.26002,0.74032,558.263,556.041
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,1,64.4061,476.312,3.24411,0.463872,546.641,544.426
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,2,63.5534,466.62,3.23441,0.463872,536.118,533.872
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,3,63.4585,472.226,3.23726,0.470016,541.595,539.392
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,4,64.381,474.983,3.26467,0.467968,545.345,543.097
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,5,63.7896,464.56,3.21885,0.464864,534.2,532.033
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,6,63.709,477.748,3.23149,0.470048,547.356,545.158
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,7,63.4219,463.292,3.24921,0.459808,532.612,530.423
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,8,63.7188,465.989,3.27311,0.461856,535.66,533.443
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,9,63.9065,472.293,3.26207,0.45872,542.147,539.92
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,10,64.7615,477.032,3.26571,0.473088,546.798,545.532
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,11,63.8711,466.856,3.25434,0.47616,536.812,534.457
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,12,63.7735,461.912,3.26281,0.466944,531.631,529.415
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,13,63.7579,458.058,3.23663,0.469024,527.676,525.521
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,14,63.577,479.72,3.23788,0.460768,549.297,546.996
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,15,63.6582,478.234,3.26211,0.46896,547.795,545.623
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,16,65.0383,492.847,3.24191,0.469984,563.769,561.598
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,17,63.566,478.136,3.25093,0.467968,547.67,545.421
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,18,63.907,485.964,3.22036,0.465952,555.771,553.557
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,19,63.8509,493.833,3.24301,0.466944,563.59,561.393
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,20,63.6869,467.009,3.2261,0.47312,536.634,534.395
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,21,64.0015,499.28,3.25001,0.477184,569.174,567.009
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,22,63.6747,479.118,3.22304,0.52528,548.73,546.541
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,23,63.9467,473.481,3.29268,0.471072,543.434,541.191
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,24,64.0888,493.137,3.25738,0.466944,563.114,560.95
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,25,63.6711,471.536,3.26411,0.462848,541.173,538.934
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,26,64.2417,487.102,3.20463,0.49152,557.053,555.04
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,27,64.3732,466.047,3.23841,0.479232,536.352,534.138
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,28,63.829,451.912,3.25257,0.466944,521.726,519.46
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,406,29,63.9025,469.907,3.2539,0.475136,539.753,537.539
