dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,0,23.0939,316.977,2.06176,0.9728,343.314,343.106
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,1,21.5801,218.749,2.04753,0.604192,243.096,242.981
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,2,21.469,217.261,2.05934,0.602112,234.484,241.391
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,3,21.4584,238.584,2.07345,0.611264,262.028,262.727
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,4,21.8008,222.137,2.05069,0.601056,244.13,246.589
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,5,21.7176,219.404,2.06174,0.601088,243.898,243.784
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,6,21.8769,217.242,2.0548,0.601056,241.886,241.775
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,7,21.4452,210.044,2.05655,0.598944,232.919,234.145
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,8,21.4913,218.134,2.05423,0.602016,237.123,242.282
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,9,21.8171,208.555,2.05231,0.6,233.139,233.025
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,10,21.5156,207.222,2.09487,0.602048,231.267,231.434
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,11,21.7546,223.652,2.14317,0.622496,232.258,248.172
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,12,21.4921,211.081,2.04867,0.602048,231.461,235.224
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,13,21.6507,216.439,2.05292,0.601024,240.854,240.743
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,14,21.5909,211.659,2.04725,0.601056,236.016,235.899
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,15,21.514,207.565,2.06391,0.600096,231.758,231.743
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,16,21.4997,207.296,2.05794,0.600064,231.57,231.454
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,17,21.7064,218.924,2.04661,0.607168,243.4,243.284
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,18,21.5206,206.415,2.0688,0.60208,230.716,230.606
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,19,21.4828,404.571,2.0698,0.610208,386.368,428.734
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,20,21.5755,214.415,2.05719,0.601088,238.772,238.649
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,21,21.7223,225.905,2.05901,0.6072,244.678,250.293
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,22,21.6616,219.208,2.17948,0.641056,243.844,243.69
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,23,21.5487,211.636,2.04927,0.600032,235.945,235.835
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,24,21.6731,213.777,2.04145,0.604096,234.365,238.095
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,25,21.7086,207.076,2.04557,0.604064,229.526,231.434
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,26,21.6159,207.322,2.05583,0.599008,231.705,231.593
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,27,21.7592,208.961,2.0481,0.601024,232.752,233.369
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,28,21.6791,211.133,2.05606,0.596928,233.833,235.465
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,323,29,21.5617,209.011,2.0456,0.6,231.257,233.218
