dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,0,13.7603,270.355,1.46978,0.508896,286.276,286.094
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,1,11.4799,186.529,1.36696,0.194528,194.156,199.57
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,2,11.2043,176.936,1.37056,0.193504,189.361,189.704
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,3,12.1203,187.78,1.3859,0.200704,201.215,201.487
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,4,12.329,175.495,1.46972,0.202688,189.613,189.496
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,5,11.2688,180.202,1.36809,0.19456,191.833,193.034
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,6,12.1348,182.763,1.39555,0.207872,196.073,196.501
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,7,12.4399,175.803,1.45548,0.197568,190.006,189.896
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,8,12.4393,176.356,1.4527,0.20064,190.557,190.448
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,9,12.3286,177.326,1.46004,0.201664,191.424,191.317
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,10,12.2048,174.612,1.38045,0.194528,188.341,188.392
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,11,12.107,182.544,1.38906,0.201664,192.893,196.242
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,12,12.2571,175.114,1.46022,0.197568,189.136,189.029
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,13,12.1013,175.813,1.38386,0.1976,188.919,189.496
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,14,12.2638,183.328,1.37891,0.199616,193.706,197.17
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,15,12.5599,177.017,1.47229,0.215008,191.39,191.265
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,16,11.5042,175.882,1.37042,0.19552,188.963,188.952
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,17,12.2676,177.847,1.37767,0.19552,191.453,191.688
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,18,11.3618,188.248,1.37258,0.194496,198.152,201.176
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,19,12.0927,174.931,1.37782,0.197568,188.241,188.599
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,20,12.1247,175.96,1.37802,0.19552,189.577,189.658
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,21,12.1033,182.742,1.38222,0.197632,195.542,196.425
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,22,12.1212,187.091,1.38503,0.196576,197.113,200.794
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,23,12.2794,192.408,1.45933,0.208864,206.482,206.356
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,24,11.2606,184.053,1.38913,0.197632,196.086,196.901
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,25,12.3503,182.092,1.46415,0.204768,196.233,196.111
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,26,11.3435,182.018,1.38146,0.196608,194.789,194.939
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,27,12.2532,177.014,1.45163,0.208864,191.036,190.928
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,28,12.2836,174.667,1.44833,0.196576,188.702,188.596
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",8,369,29,13.2384,179.34,1.40966,0.213952,193.138,194.202
