dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,0,12.716,186.793,0.771094,0.292832,200.607,200.573
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,1,12.194,103.665,0.778165,0.105472,117.247,116.743
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,2,12.1479,96.6657,0.761582,0.1024,110.259,109.678
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,3,12.1497,99.4974,0.761553,0.107488,113.048,112.516
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,4,12.1624,99.2613,0.765511,0.102368,112.796,112.292
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,5,12.1863,104.377,0.765716,0.10032,117.975,117.429
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,6,12.2426,100.859,0.768192,0.104416,114.496,113.975
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,7,12.1729,96.6803,0.768125,0.104416,110.287,109.726
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,8,12.2322,98.6013,0.767592,0.10544,112.282,111.707
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,9,12.1607,94.1174,0.764545,0.10448,107.783,107.147
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,10,12.3265,96.1202,0.820664,0.104416,110.011,109.372
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,11,12.1874,101.575,0.771879,0.10752,115.271,114.642
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,12,12.2256,101.196,0.771567,0.1024,114.915,114.296
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,13,12.1949,96.5561,0.769887,0.104448,110.246,109.625
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,14,12.3263,102.024,0.818165,0.103424,115.91,115.272
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,15,12.1867,104.935,0.770618,0.104416,118.588,117.997
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,16,12.2111,98.3748,0.766454,0.103424,111.994,111.456
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,17,12.2162,101.664,0.76722,0.101344,115.27,114.749
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,18,12.1946,101.517,0.766801,0.102368,115.171,114.581
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,19,12.2139,95.856,0.771218,0.106528,109.579,108.948
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,20,11.4492,100.332,0.762363,0.103424,111.909,112.647
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,21,12.1948,105.881,0.765839,0.1024,119.538,118.944
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,22,12.222,104.997,0.766151,0.103392,118.653,118.089
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,23,12.2244,97.1222,0.76268,0.101408,110.767,110.211
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,24,12.2189,105.171,0.764647,0.102368,118.811,118.257
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,25,12.3019,102.483,0.764666,0.101344,116.111,115.651
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,26,12.3236,99.0762,0.768256,0.103392,112.757,112.271
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,27,12.292,103.516,0.766487,0.104448,117.185,116.679
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,28,12.3136,100.187,0.767655,0.103392,113.822,113.372
3,float,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",8,369,29,12.3269,96.2905,0.766536,0.103424,109.93,109.487
