dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,0,0.499936,254.385,2.65153,1.1417,258.786,258.678
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,1,0.457728,242.292,2.63621,0.48432,245.972,245.871
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,2,0.456256,239.734,2.64336,0.493536,243.43,243.327
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,3,0.4536,238.958,2.64137,0.48736,242.638,242.54
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,4,0.460672,233.374,2.6288,0.491488,237.057,236.955
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,5,0.456288,240.632,2.63384,0.489408,244.308,244.212
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,6,0.454784,238.274,2.64357,0.488416,241.963,241.861
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,7,0.456736,234.162,2.62609,0.49152,237.838,237.737
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,8,0.459104,262.216,2.63771,0.493504,265.917,265.807
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,9,0.454016,396.773,2.62666,0.492512,400.45,400.347
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,10,0.454752,259.881,2.63214,0.490464,263.556,263.459
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,11,0.454912,244.313,2.63542,0.489408,247.99,247.893
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,12,0.456768,252.187,2.63484,0.487392,255.862,255.766
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,13,0.453152,239.469,2.63972,0.489408,243.16,243.051
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,14,0.455808,234.803,2.64766,0.488448,238.498,238.395
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,15,0.45312,239.55,2.6432,0.490464,243.231,243.137
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,16,0.456032,235.23,2.63302,0.48944,238.908,238.809
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,17,0.457504,250.971,2.62699,0.487424,254.645,254.543
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,18,0.455136,253.015,2.64199,0.49248,256.713,256.605
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,19,0.456512,241.357,2.69194,0.499648,245.112,245.005
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,20,0.45632,230.528,2.62485,0.49456,234.203,234.104
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,21,0.45616,249.148,2.65002,0.490464,252.848,252.745
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,22,0.454848,235.172,2.64801,0.491488,238.866,238.767
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,23,0.453984,235.741,2.63056,0.48432,239.408,239.31
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,24,0.456192,238.623,2.63204,0.49248,242.3,242.203
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,25,0.454144,243.703,2.64735,0.490464,247.396,247.295
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,26,0.456992,236.286,2.64174,0.490432,239.976,239.875
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,27,0.453632,254.44,2.63431,0.489408,258.118,258.018
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,28,0.456768,255.225,2.64071,0.490432,258.923,258.813
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",4,406,29,0.452832,255.358,2.64378,0.49248,259.055,258.947
