dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,0,0.677952,12.9874,1.09781,0.649216,15.5404,15.4124
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,1,0.220576,2.74589,1.07065,0.45568,4.59006,4.4928
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,2,0.214368,2.68031,1.03963,0.459776,4.4863,4.39409
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,3,0.21776,2.7372,1.03908,0.45568,4.54551,4.44971
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,4,0.216448,2.70143,1.04587,0.452608,4.50757,4.41636
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,5,0.2176,2.76584,1.03986,0.453632,4.57207,4.47693
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,6,0.216224,2.75654,1.03916,0.454688,4.50265,4.46661
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,7,0.213888,2.72038,1.0465,0.453632,4.50722,4.4344
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,8,0.219168,2.77188,1.0432,0.454656,4.58061,4.48891
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,9,0.220896,2.69143,1.15384,0.454656,4.61402,4.52082
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,10,0.217696,2.68888,1.03721,0.45568,4.48503,4.39946
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,11,0.215424,2.74497,1.03658,0.453632,4.48712,4.45061
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,12,0.216288,2.68641,1.07888,0.454656,4.5289,4.43623
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,13,0.21648,2.68253,1.14329,0.453632,4.58328,4.49593
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,14,0.218144,2.68905,1.03609,0.454656,4.48087,4.39793
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,15,0.2192,2.6693,1.03479,0.454656,4.46251,4.37794
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,16,0.217888,2.77045,1.04401,0.453632,4.57681,4.48598
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,17,0.217056,2.69887,1.04531,0.45568,4.48556,4.41692
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,18,0.216416,2.76605,1.04226,0.45568,4.56865,4.48041
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,19,0.214176,2.69307,1.04626,0.458752,4.46717,4.41225
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,20,0.219168,2.67487,1.04469,0.45568,4.4809,4.39441
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,21,0.217248,2.70081,1.04046,0.453632,4.4949,4.41215
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,22,0.217888,2.67204,1.11118,0.456704,4.45497,4.45781
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,23,0.215328,2.72142,1.0415,0.45568,4.48369,4.43393
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,24,0.21664,2.69138,1.03882,0.453632,4.4769,4.40047
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,25,0.217984,2.7431,1.03909,0.462848,4.54875,4.46303
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,26,0.217824,2.66404,1.04217,0.45568,4.47486,4.37971
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,27,0.217024,2.67798,1.05099,0.454656,4.48305,4.40065
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,28,0.214656,2.67931,1.03645,0.453632,4.44659,4.38405
3,double,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,29,0.215648,2.7217,1.03687,0.453632,4.49725,4.42786
