dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,0,15.0263,0,103.266,0.758784,119.174,119.051
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,1,14.1706,0,2.05789,0.479232,16.7877,16.7077
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,2,13.9511,0,2.01863,0.484352,16.5314,16.4541
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,3,13.9874,0,2.02016,0.480288,16.5718,16.4878
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,4,13.962,0,2.0271,0.479232,16.5535,16.4684
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,5,13.9166,0,2.0227,0.485376,16.5041,16.4247
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,6,14.0301,0,2.0178,0.478208,16.6087,16.5261
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,7,14.065,0,2.0218,0.484352,16.6575,16.5712
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,8,13.9773,0,2.02361,0.482304,16.5645,16.4832
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,9,13.9714,0,2.02367,0.48128,16.5596,16.4763
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,10,14.1407,0,2.02546,0.483328,16.7329,16.6495
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,11,13.9842,0,2.02149,0.480256,16.5691,16.4859
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,12,14.2346,0,2.02043,0.480256,16.8177,16.7353
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,13,14.0756,0,2.02408,0.483328,16.6681,16.583
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,14,14.0883,0,2.02332,0.480256,16.6764,16.5918
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,15,14.166,0,2.02477,0.48128,16.7621,16.6721
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,16,14.0371,0,2.02789,0.482304,16.6331,16.5473
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,17,14.1098,0,2.0286,0.480256,16.7042,16.6187
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,18,14.1539,0,2.04299,0.478208,16.7602,16.6751
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,19,14.2211,0,2.0258,0.48128,16.8157,16.7282
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,20,14.0246,0,2.0258,0.484352,16.6201,16.5347
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,21,14.207,0,2.02016,0.483328,16.7953,16.7105
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,22,14.1547,0,2.02296,0.480256,16.7426,16.6579
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,23,14.4409,0,2.02117,0.48128,17.0292,16.9433
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,24,14.2166,0,2.02588,0.480256,16.8068,16.7227
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,25,14.2646,0,2.02067,0.480256,16.8527,16.7656
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,26,14.195,0,2.02116,0.485376,16.7883,16.7015
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,27,14.5095,0,2.019,0.480256,17.0999,17.0088
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,28,13.9756,0,2.02611,0.48128,16.5701,16.483
3,double,uniform,CPU,"P | P | P | P | P | P",1,161,29,14.1139,0,2.02605,0.480256,16.7037,16.6202
