dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,0,0.802016,484.966,8.31208,1.44282,495.684,495.523
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,1,0.761152,483.954,8.27332,0.762848,493.862,493.751
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,2,0.757984,475.047,8.29796,0.770016,484.992,484.873
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,3,0.761152,464.036,8.29149,0.76288,473.961,473.852
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,4,0.75968,473.009,8.27822,0.767936,482.923,482.815
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,5,0.759808,458.47,8.26981,0.766944,468.377,468.267
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,6,0.760576,481.84,8.29057,0.763872,491.758,491.655
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,7,0.761536,478.778,8.27138,0.761792,488.679,488.573
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,8,0.760416,468.174,8.29401,0.765888,478.103,477.994
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,9,0.768032,471.863,8.28496,0.764864,481.786,481.681
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,10,0.759648,465.666,8.28248,0.76288,475.574,475.471
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,11,0.774432,472.096,8.36467,0.783296,482.151,482.018
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,12,0.75968,472.229,8.29813,0.767968,482.16,482.055
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,13,0.76224,469.058,8.25313,0.76384,478.941,478.837
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,14,0.77008,467.869,8.29467,0.764928,477.812,477.699
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,15,0.763744,459.792,8.25757,0.76592,469.687,469.579
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,16,0.757344,463.089,8.29947,0.76592,473.016,472.912
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,17,0.759936,469.309,8.29364,0.761856,479.225,479.125
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,18,0.759712,453.017,8.25389,0.761824,462.893,462.793
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,19,0.758592,450.35,8.29527,0.763872,460.277,460.168
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,20,0.758336,451.036,8.2745,0.7608,460.926,460.83
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,21,0.75952,463.946,8.28974,0.763904,473.857,473.759
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,22,0.76112,449.94,8.29068,0.764864,459.854,459.757
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,23,0.759328,474.649,8.29847,0.760832,484.568,484.467
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,24,0.769632,464.458,8.34133,0.78128,474.472,474.35
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,25,0.760256,457.497,8.30436,0.76592,467.429,467.327
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,26,0.760672,469.452,8.27179,0.763872,479.353,479.249
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,27,0.764224,477.584,8.27643,0.766944,487.497,487.391
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,28,0.761056,458.06,8.30208,0.76288,467.988,467.886
3,double,uniform,GPU,"D | D | D | D | N | D",4,406,29,0.76032,458.995,8.26984,0.76288,468.893,468.788
