dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,0,0.916384,460.822,2.84243,1.04032,462.727,465.621
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,1,0.351424,356.878,2.77022,0.735232,344.764,360.735
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,2,0.358816,362.733,2.83628,0.714752,352.273,366.643
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,3,0.351616,356.162,2.80465,0.714752,357.905,360.033
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,4,0.352,360.597,2.7749,0.73216,358.825,364.456
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,5,0.350112,380.525,2.77402,0.735232,374.17,384.384
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,6,0.341888,356.11,2.77445,0.738304,348.554,359.965
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,7,0.356512,356.44,2.87797,0.736256,358.881,360.411
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,8,0.351136,362.89,2.77319,0.733184,362.201,366.748
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,9,0.349952,362.572,2.83796,0.73728,360.158,366.497
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,10,0.350816,354.795,2.80198,0.738304,358.774,358.686
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,11,0.34928,364.102,2.84799,0.739328,368.097,368.039
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,12,0.347008,370.253,2.78738,0.734208,369.979,374.121
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,13,0.34944,353.019,2.82309,0.709568,351.894,356.901
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,14,0.347456,349.678,2.78883,0.733184,352.979,353.547
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,15,0.345536,368.859,2.79029,0.73728,360.958,372.732
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,16,0.365504,364.455,2.83308,0.736256,368.427,368.389
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,17,0.367008,356.86,2.81917,0.739328,360.836,360.785
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,18,0.357376,352.16,2.77512,0.70656,353.938,355.999
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,19,0.36352,354.742,2.77084,0.733184,356.314,358.61
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,20,0.35952,368.163,2.77129,0.706592,357.807,372.001
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,21,0.35152,373.115,2.79852,0.731136,363.117,376.996
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,22,0.351936,359.369,2.76606,0.73216,348.344,363.219
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,23,0.349696,352.381,2.84145,0.733184,356.352,356.305
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,24,0.348256,349.228,2.83195,0.738304,353.187,353.147
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,25,0.346112,362.826,2.78255,0.733184,350.933,366.688
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,26,0.350528,379.853,2.7894,0.734208,381.587,383.727
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,27,0.365856,367.667,2.8462,0.736256,371.684,371.616
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,28,0.34848,359.475,2.74568,0.736256,362.454,363.305
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",8,369,29,0.3504,367.419,2.79654,0.734208,371.365,371.3
