dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,0,0.950944,1220.22,7.05736,2.52006,1223.41,1230.75
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,1,0.86016,1161.47,7.02254,1.85546,1167.52,1171.21
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,2,0.869568,1152.1,7.05688,1.85958,1162.03,1161.89
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,3,0.866688,1226.41,7.04649,1.86979,1236.33,1236.19
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,4,0.863328,1235.97,7.06671,1.85136,1243.96,1245.75
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,5,0.863456,1151.67,7.08859,1.85037,1155.6,1161.47
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,6,0.86544,1144.61,7.07294,1.84928,1153.2,1154.4
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,7,0.864768,1136.6,7.09139,1.84723,1131.88,1146.41
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,8,0.870848,1191.5,7.0718,1.87088,1197.55,1201.31
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,9,0.859328,1171,7.00893,1.84109,1176.24,1180.7
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,10,0.86192,1181.37,7.03305,1.85747,1188.51,1191.12
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,11,0.880832,1138.91,7.04525,1.88928,1145.8,1148.72
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,12,0.87856,1130.96,7.07874,1.85552,1139.52,1140.77
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,13,0.864928,1169.69,7.16139,1.87392,1157.95,1179.59
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,14,0.867456,1182.78,7.05887,1.8503,1179.44,1192.56
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,15,0.858784,1131.7,7.02844,1.84112,1139.59,1141.43
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,16,0.883136,1115.58,6.99218,1.90054,1124.45,1125.36
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,17,0.86704,1135.36,7.07481,1.85856,1128.5,1145.16
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,18,0.862112,1205.03,7.07076,1.85037,1205.11,1214.81
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,19,0.86592,1177.02,7.0435,1.86157,1186.93,1186.79
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,20,0.864,1127.1,7.07632,1.85747,1131.72,1136.89
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,21,0.86704,1191.23,7.04557,1.85754,1201.13,1201
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,22,0.8728,1178.5,7.07577,1.85757,1172.07,1188.31
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,23,0.861408,1178.5,7.05855,1.8503,1185.34,1188.27
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,24,0.873152,1140.58,7.08911,1.8503,1138.49,1150.39
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,25,0.871264,1158.53,7.13203,1.87696,1146.38,1168.41
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,26,0.865728,1190.33,7.0544,1.85846,1200.24,1200.11
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,27,0.86448,1174.6,7.04427,1.85952,1184.5,1184.37
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,28,0.863104,1155.07,7.06206,1.84928,1134.82,1164.84
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,29,0.86368,1169.28,7.06044,1.84733,1166.81,1179.05
