dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,0,0.478272,642.727,3.38703,1.72029,648.498,648.312
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,1,0.424608,599.599,3.31608,1.01776,600.731,604.358
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,2,0.430912,588.28,3.32882,1.03418,591.932,593.073
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,3,0.43488,622.623,3.36109,1.03114,627.595,627.45
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,4,0.430912,584.832,3.33367,1.03117,588.734,589.627
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,5,0.434304,588.522,3.35934,1.0311,593.48,593.346
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,6,0.439744,629.736,3.40705,1.04336,634.772,634.626
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,7,0.433312,585.54,3.37946,1.0455,588.64,590.399
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,8,0.431136,614.101,3.35559,1.03626,612.522,618.924
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,9,0.432128,586.715,3.35952,1.02803,589.376,591.534
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,10,0.434144,591.532,3.36822,1.1049,595.53,596.439
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,11,0.43392,594.156,3.32861,1.10797,595.504,599.026
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,12,0.431264,582.551,3.35392,1.09978,581.1,587.436
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,13,0.43664,576.255,3.33907,1.03523,581.199,581.066
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,14,0.434368,574.645,3.33186,1.03114,579.575,579.443
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,15,0.440992,610.797,3.32949,1.0311,615.738,615.599
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,16,0.430816,577.403,3.31878,1.02701,577.304,582.179
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,17,0.43312,571.612,3.34326,1.03216,576.555,576.42
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,18,0.436384,571.178,3.34746,1.03011,576.125,575.992
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,19,0.43488,578.72,3.36138,1.11514,582.746,583.631
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,20,0.434144,579.634,3.3468,1.10387,583.95,584.519
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,21,0.43104,578.075,3.32382,1.09568,579.005,582.925
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,22,0.435904,576.389,3.34205,1.09875,580.82,581.266
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,23,0.433632,579.569,3.36738,1.04138,584.552,584.411
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,24,0.429152,589.563,3.32815,1.02602,594.229,594.346
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,25,0.43536,575.869,3.35626,1.03526,580.83,580.696
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,26,0.435296,584.868,3.33846,1.02701,586.794,589.669
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,27,0.432096,571.448,3.32149,1.02909,576.096,576.231
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,28,0.437664,607.113,3.32376,1.11411,609.662,611.988
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,465,29,0.431808,644.649,3.34269,1.04141,649.605,649.465
