dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,0,23.2654,223.505,2.06297,0.60416,249.608,249.438
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,1,21.7891,123.042,2.03441,0.273376,147.206,147.139
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,2,21.4016,119.502,2.04103,0.272352,143.294,143.217
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,3,21.8093,128.076,2.05628,0.271328,152.321,152.213
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,4,21.3888,122.881,2.04386,0.274368,146.65,146.588
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,5,21.8691,116.776,2.05082,0.271328,141.075,140.967
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,6,21.7065,114.019,2.03193,0.27136,138.002,138.029
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,7,21.7664,123.137,2.04762,0.276416,147.335,147.228
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,8,21.4578,130.081,2.03898,0.275424,153.953,153.853
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,9,21.5145,115.762,2.03715,0.271296,139.662,139.585
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,10,21.678,124.728,2.03603,0.276416,148.829,148.718
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,11,21.6677,121.667,2.03695,0.277536,145.757,145.649
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,12,21.6565,119.759,2.03706,0.27232,143.676,143.725
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,13,21.8713,122.318,2.04195,0.286688,146.63,146.518
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,14,21.5107,121.047,2.03237,0.2744,144.949,144.865
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,15,21.7789,124.699,2.02628,0.280512,148.704,148.785
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,16,21.7676,133.853,2.0432,0.275456,158.05,157.94
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,17,21.6587,123.369,2.03077,0.27232,147.319,147.331
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,18,21.4525,122.953,2.04826,0.271296,146.799,146.726
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,19,21.4417,120.511,2.04435,0.275424,144.367,144.272
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,20,21.4985,132.374,2.04188,0.273376,156.289,156.188
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,21,21.7543,132.011,2.02929,0.271328,156.129,156.066
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,22,21.495,136.824,2.05015,0.27232,160.713,160.642
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,23,21.6444,132.098,2.02871,0.271328,155.988,156.042
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,24,21.818,132.731,2.05678,0.274368,156.994,156.88
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,25,21.6743,126.271,2.05238,0.287712,150.389,150.285
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,26,21.6419,131.228,2.03144,0.27136,155.162,155.172
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,27,21.485,134.862,2.0411,0.273344,158.749,158.661
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,28,21.5549,128.173,2.05437,0.274432,152.162,152.057
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,29,21.6805,133.49,2.03296,0.272352,157.517,157.476
