dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,0,15.9943,11.824,1.02505,0.636928,29.2342,29.4803
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,1,15.4148,2.68392,1.01181,0.454656,19.0653,19.5652
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,2,15.0629,2.74765,0.971242,0.452608,19.0231,19.2344
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,3,14.9257,2.75114,0.97662,0.45568,18.8205,19.1091
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,4,15.2849,2.72075,0.976889,0.45568,19.1664,19.4382
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,5,15.1825,2.77823,0.981047,0.457728,19.1131,19.3995
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,6,15.149,2.73854,0.971729,0.453632,19.0267,19.3129
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,7,15.0435,2.69364,0.97553,0.453632,18.8081,19.1663
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,8,15.0987,2.68026,0.977906,0.453632,18.8347,19.2105
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,9,15.0916,2.80476,0.982334,0.454656,19.0331,19.3334
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,10,15.2348,2.67197,0.969462,0.454656,18.9761,19.3309
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,11,15.2037,2.68019,0.974133,0.4608,18.8935,19.3188
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,12,15.2052,2.67167,0.970177,0.454656,18.9054,19.3018
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,13,15.1363,2.70605,0.971935,0.45568,18.8471,19.2699
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,14,14.9705,2.82611,0.979637,0.454656,19.0332,19.2309
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,15,15.1742,2.69069,0.970551,0.45568,18.9198,19.2911
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,16,15.1738,2.66994,0.971544,0.454656,18.8206,19.2699
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,17,15.1033,2.70208,0.981757,0.462848,19.0043,19.25
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,18,15.1877,2.69511,0.969989,0.453632,18.916,19.3064
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,19,15.2214,2.67944,0.974793,0.454656,18.8654,19.3303
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,20,15.0824,2.67842,0.983726,0.45568,18.8497,19.2002
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,21,15.2492,2.71638,0.972291,0.45568,19.0295,19.3935
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,22,15.1945,2.68999,0.987207,0.45568,18.9697,19.3274
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,23,15.1676,2.69541,0.96786,0.454656,18.935,19.2856
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,24,15.0152,2.74824,0.977518,0.453632,18.8759,19.1946
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,25,15.125,2.79386,0.970769,0.454656,19.0465,19.3443
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,26,15.1014,2.71022,0.967296,0.45568,18.7852,19.2346
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,27,15.0966,2.70016,0.977441,0.453632,18.869,19.2278
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,28,15.0965,2.73393,0.981531,0.456704,18.8649,19.2687
3,double,uniform,CPU,"P | P | P | P | Ns | Ds",4,256,29,15.1551,2.73123,0.973139,0.453632,18.879,19.3131
