dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,0,0.799584,811.683,6.15731,2.4105,821.234,821.05
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,1,0.761536,819.018,6.16705,1.74995,827.821,827.697
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,2,0.7584,776.971,6.14251,1.74998,785.742,785.622
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,3,0.760384,772.345,6.12427,1.75402,781.104,780.984
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,4,0.76016,771.389,6.1616,1.75507,780.19,780.066
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,5,0.76192,757.856,6.1159,1.74893,766.599,766.483
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,6,0.77408,770.201,6.1662,1.76022,779.038,778.901
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,7,0.759776,789.068,6.2177,1.77251,797.94,797.818
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,8,0.758144,741.271,6.14748,1.752,750.062,749.929
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,9,0.761024,785.55,6.15897,1.75402,794.347,794.224
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,10,0.75728,764.846,6.14997,1.76022,773.632,773.514
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,11,0.760864,736.697,6.12613,1.75299,745.459,745.337
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,12,0.758272,766.393,6.126,1.75101,775.148,775.028
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,13,0.756768,806.28,6.16473,1.75408,815.078,814.955
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,14,0.774688,767.085,6.14419,1.75302,775.822,775.757
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,15,0.765312,775.023,6.20913,1.77354,783.902,783.771
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,16,0.76112,781.981,6.12274,1.752,790.737,790.617
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,17,0.75888,765.496,6.15407,1.75101,774.284,774.16
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,18,0.762208,743.687,6.13775,1.74995,752.452,752.337
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,19,0.760032,752.755,6.14379,1.75101,761.528,761.409
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,20,0.757184,760.791,6.13441,1.75203,769.554,769.434
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,21,0.758592,729.869,6.14361,1.74998,738.643,738.521
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,22,0.757856,764.013,6.15413,1.75197,772.795,772.677
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,23,0.755392,737.834,6.13375,1.75203,746.593,746.475
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,24,0.758784,756.345,6.15321,1.7489,765.118,765.005
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,25,0.760768,752.235,6.16184,1.74899,761.02,760.906
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,26,0.760032,784.511,6.11359,1.75306,793.25,793.138
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,27,0.757472,766.478,6.13316,1.75104,775.236,775.12
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,28,0.7568,747.582,6.13863,1.75408,756.349,756.232
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",4,406,29,0.756928,735.793,6.11754,1.75206,744.537,744.42
