dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,0,12.3761,200.836,1.27248,0.73312,215.444,215.217
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,1,10.8204,121.351,1.24359,0.367552,127.103,133.782
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,2,10.8807,116.137,1.26683,0.383936,128.827,128.668
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,3,10.8434,127.948,1.23411,0.36448,128.459,140.39
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,4,10.5808,115.271,1.28107,0.37376,127.594,127.507
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,5,10.9023,114.206,1.25294,0.37472,126.848,126.736
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,6,10.9097,113.739,1.25784,0.367584,126.39,126.275
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,7,10.851,116.255,1.2532,0.371616,128.847,128.73
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,8,10.8564,110.898,1.25654,0.372704,123.498,123.383
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,9,10.816,113.244,1.24288,0.368576,122.953,125.671
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,10,10.8779,107.015,1.25187,0.367552,119.625,119.513
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,11,10.8977,111.09,1.24685,0.368608,123.714,123.603
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,12,10.9341,109.421,1.25683,0.366496,122.091,121.978
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,13,10.9556,110.186,1.25724,0.373696,122.886,122.772
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,14,10.9768,113.332,1.24098,0.366528,121.664,125.916
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,15,10.8752,105.909,1.24815,0.368608,118.516,118.401
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,16,10.873,119.501,1.23947,0.368576,132.097,131.982
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,17,10.9089,105.797,1.25123,0.375776,118.45,118.333
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,18,10.9515,109.31,1.24417,0.368576,119.071,121.874
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,19,11.0179,111.788,1.24866,0.368544,124.539,124.423
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,20,11.0218,119.671,1.24416,0.370688,132.422,132.307
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,21,10.8967,107.574,1.24582,0.368576,117.428,120.085
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,22,11.0035,109.905,1.34172,0.37472,122.797,122.625
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,23,10.9709,107.151,1.26757,0.39008,119.939,119.78
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,24,11.0305,113.707,1.24823,0.365536,126.471,126.351
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,25,10.4364,104.837,1.25475,0.374784,117.017,116.903
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,26,10.9951,104.44,1.2436,0.367616,117.166,117.047
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,27,11.007,105.747,1.24362,0.37472,118.483,118.372
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,28,10.8528,118.369,1.24607,0.373664,130.97,130.841
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",6,323,29,10.9224,112.217,1.25986,0.370656,124.885,124.77
