dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,0,0.613984,0.556089,0.967492,0.586752,3.59024,2.72432
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,1,0.205984,0.545022,0.968409,0.388096,2.84012,2.10751
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,2,0.211584,0.542429,0.923399,0.392192,2.79183,2.0696
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,3,0.204928,0.544051,0.932774,0.38912,2.79822,2.07087
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,4,0.20496,0.542475,0.927133,0.38912,2.79241,2.06369
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,5,0.207232,0.542997,0.929647,0.38912,2.80096,2.069
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,6,0.213728,0.542916,0.93559,0.388096,2.80979,2.08033
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,7,0.207872,0.542729,0.927724,0.388096,2.80902,2.06642
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,8,0.213536,0.544288,0.928586,0.39424,2.81381,2.08065
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,9,0.2024,0.543529,0.95389,0.395264,2.84253,2.09508
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,10,0.21456,0.542906,0.927055,0.388096,2.81445,2.07262
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,11,0.209248,0.598598,0.929374,0.392192,2.86221,2.12941
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,12,0.212576,0.542408,0.928945,0.388096,2.80552,2.07203
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,13,0.209248,0.541101,0.930508,0.386048,2.80297,2.06691
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,14,0.208672,0.541157,0.9278,0.38912,2.80032,2.06675
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,15,0.209376,0.542443,0.92314,0.396288,2.85653,2.07125
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,16,0.210016,0.543745,0.924935,0.393216,2.81231,2.07191
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,17,0.2056,0.543651,0.926765,0.390144,2.79761,2.06616
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,18,0.20976,0.58323,0.92631,0.391168,2.84519,2.11047
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,19,0.212352,0.542479,0.927755,0.387072,2.79387,2.06966
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,20,0.2104,0.546774,1.00483,0.391168,2.88572,2.15317
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,21,0.211168,0.553541,0.924591,0.392192,2.81602,2.08149
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,22,0.20896,0.543348,0.930821,0.387072,2.8031,2.0702
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,23,0.213792,0.545684,0.92957,0.38912,2.8106,2.07817
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,24,0.213248,0.616917,0.932445,0.386048,2.88514,2.14866
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,25,0.210208,0.543892,0.927058,0.387072,2.79926,2.06823
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,26,0.212384,0.553705,0.927159,0.38912,2.83344,2.08237
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,27,0.212928,0.543484,0.92877,0.386048,2.87049,2.07123
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,28,0.21584,0.540575,0.92593,0.38912,2.79603,2.07147
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",1,161,29,0.20944,0.542451,0.929963,0.388096,2.80364,2.06995
