dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,0,0.659936,11.9608,0.58539,0.461824,13.7118,13.668
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,1,0.131936,2.17685,0.552962,0.26112,3.19819,3.12287
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,2,0.13408,2.17772,0.512646,0.257024,3.17192,3.08147
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,3,0.133568,2.18691,0.510645,0.257024,3.15916,3.08814
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,4,0.13504,2.1915,0.511948,0.260096,3.18435,3.09858
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,5,0.137728,2.22142,0.513157,0.262144,3.22688,3.13445
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,6,0.133056,2.18532,0.512224,0.259072,3.17978,3.08968
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,7,0.134656,2.23874,0.513717,0.257024,3.17676,3.14414
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,8,0.13152,2.30063,0.513364,0.262144,3.29929,3.20766
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,9,0.13376,2.17833,0.515503,0.260096,3.18514,3.08769
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,10,0.144512,2.16916,0.514793,0.264192,3.24173,3.09266
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,11,0.134048,2.18365,0.596956,0.262144,3.20961,3.1768
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,12,0.136704,2.18039,0.519425,0.262144,3.18024,3.09866
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,13,0.137376,2.27895,0.51006,0.257024,3.18679,3.18341
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,14,0.13456,2.15976,0.513097,0.262144,3.14383,3.06956
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,15,0.132672,2.16349,0.574058,0.263168,3.22917,3.13339
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,16,0.13424,2.16912,0.512746,0.260096,3.18456,3.0762
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,17,0.135264,2.17427,0.518661,0.256,3.16642,3.08419
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,18,0.13568,2.16697,0.513652,0.26624,3.1677,3.08254
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,19,0.134528,2.20933,0.517532,0.26112,3.15826,3.12251
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,20,0.134528,2.30566,0.510036,0.259072,3.32149,3.2093
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,21,0.136992,2.17649,0.517901,0.258048,3.16086,3.08943
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,22,0.132672,2.17238,0.523137,0.259072,3.15753,3.08726
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,23,0.134368,2.1768,0.520907,0.259072,3.16562,3.09114
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,24,0.135168,2.27878,0.508088,0.260096,3.27445,3.18213
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,25,0.136512,2.15985,0.512319,0.26112,3.16688,3.0698
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,26,0.135104,2.20509,0.510066,0.260096,3.19266,3.11035
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,27,0.132992,2.16818,0.515447,0.26112,3.14413,3.07774
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,28,0.133312,2.16979,0.513453,0.258048,3.16238,3.0746
3,float,uniform,GPU,"P | P | P | P | N | D",4,256,29,0.135968,2.17345,0.522344,0.259072,3.1578,3.09084
