dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,0,0.823392,191.835,1.26516,0.736224,191.41,194.66
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,1,0.191424,118.044,1.29899,0.379904,119.95,119.915
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,2,0.192064,109.798,1.26139,0.379936,110,111.631
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,3,0.190016,117.778,1.26518,0.374784,119.641,119.608
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,4,0.191872,125.049,1.2524,0.377856,117.535,126.871
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,5,0.192608,128.519,1.25916,0.370688,121.065,130.342
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,6,0.18608,131.06,1.26801,0.374752,133.003,132.889
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,7,0.182528,118.217,1.25671,0.36448,114.703,120.021
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,8,0.179008,117.693,1.26462,0.37472,119.621,119.512
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,9,0.188512,111.051,1.24588,0.375808,107.686,112.862
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,10,0.188896,104.77,1.27927,0.372736,106.682,106.611
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,11,0.183296,105.69,1.24191,0.363488,106.54,107.478
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,12,0.17856,105.96,1.2487,0.368608,107.863,107.756
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,13,0.176384,109.37,1.24893,0.366528,111.269,111.162
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,14,0.192,120.086,1.25642,0.37376,115.186,121.908
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,15,0.188864,104.811,1.25902,0.36864,106.45,106.628
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,16,0.184608,107.593,1.24918,0.368608,109.504,109.396
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,17,0.183072,107.809,1.22854,0.36448,107.696,109.585
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,18,0.188704,104.861,1.25644,0.371712,106.747,106.678
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,19,0.190208,106.315,1.25453,0.366592,106.735,108.126
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,20,0.191584,104.859,1.2653,0.370688,106.746,106.686
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,21,0.19216,108.334,1.25814,0.375808,106.924,110.16
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,22,0.18896,107.367,1.25305,0.377856,108.689,109.187
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,23,0.183008,104.074,1.24292,0.363456,102.626,105.863
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,24,0.190816,103.774,1.25648,0.36864,105.587,105.59
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,25,0.19584,106.621,1.25457,0.371712,106.819,108.443
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,26,0.189792,110.018,1.26192,0.372736,106.521,111.843
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,27,0.19024,104.545,1.2451,0.37888,105.833,106.359
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,28,0.19152,105.562,1.25326,0.379904,106.088,107.386
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,29,0.188608,114.083,1.25742,0.375808,107.122,115.905
