dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,0,68.1246,586.593,3.2521,0.739296,661.357,658.709
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,1,67.6121,523.911,3.21769,0.530464,597.384,595.271
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,2,68.1017,516.592,3.22097,0.520192,590.644,588.434
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,3,67.7878,527.937,3.22554,0.506848,601.702,599.457
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,4,67.8877,516.799,3.21968,0.505888,590.607,588.412
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,5,68.3103,558.238,3.20924,0.494624,632.149,630.252
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,6,67.9883,532.993,3.2276,0.520192,606.974,604.729
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,7,68.4029,533.393,3.22368,0.50176,607.767,605.522
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,8,67.7981,508.686,3.22075,0.521216,582.483,580.226
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,9,68.4953,534.921,3.21816,0.526368,609.279,607.161
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,10,68.238,524.913,3.21062,0.523232,598.464,596.885
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,11,68.0938,511.735,3.22506,0.492544,585.845,583.546
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,12,67.9296,509.195,3.21513,0.495616,582.99,580.836
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,13,68.0854,536.822,3.21058,0.50688,610.566,608.625
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,14,68.046,532.28,3.22749,0.502784,606.298,604.057
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,15,68.1283,531.231,3.21801,0.484384,605.313,603.062
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,16,67.8149,529.399,3.22463,0.514048,603.016,600.953
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,17,68.18,513.609,3.27469,0.516064,587.706,585.58
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,18,68.6181,513.867,3.21826,0.503808,588.429,586.207
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,19,68.11,530.708,3.22442,0.511968,604.854,602.555
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,20,68.0801,554.857,3.21871,0.492544,628.948,626.648
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,21,68.1352,536.765,3.24135,0.50992,610.906,608.651
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,22,67.6508,523.69,3.24768,0.50688,597.325,595.095
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,23,67.64,528.115,3.2318,0.510944,601.836,599.498
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,24,67.7266,519.968,3.22607,0.515104,593.654,591.435
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,25,67.7972,568.923,3.20441,0.494592,642.702,640.419
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,26,67.5783,516.032,3.21266,0.526336,589.501,587.349
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,27,67.9313,524.333,3.22692,0.501728,598.211,595.993
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,28,68.1813,526.655,3.20904,0.517088,600.693,598.562
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,29,67.8332,524.21,3.22405,0.496672,597.978,595.763
