dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,0,0.944416,301.988,2.14475,1.08947,306.34,306.167
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,1,0.301568,242.542,2.07831,0.609248,245.644,245.532
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,2,0.304224,232.015,2.21909,0.636928,235.245,235.175
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,3,0.292768,225.787,2.05777,0.601024,228.848,228.739
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,4,0.29248,228.618,2.08732,0.61232,231.72,231.61
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,5,0.294784,249.556,2.06117,0.607168,248.437,252.519
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,6,0.296448,249.942,2.08259,0.603072,253.045,252.924
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,7,0.291392,219.646,2.04982,0.6,222.691,222.587
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,8,0.318496,224.43,2.05968,0.60512,227.135,227.413
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,9,0.298944,222.407,2.06081,0.601056,225.476,225.367
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,10,0.297632,209.989,2.04533,0.6072,213.048,212.939
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,11,0.295584,214.271,2.05729,0.602112,217.332,217.226
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,12,0.29712,208.791,2.04662,0.606208,209.78,211.741
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,13,0.2928,209.944,2.05401,0.601024,212.994,212.891
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,14,0.296192,243.165,2.05784,0.60304,246.233,246.122
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,15,0.295072,212.149,2.05333,0.60208,215.205,215.099
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,16,0.296448,213.503,2.06416,0.599968,216.57,216.463
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,17,0.29104,207.31,2.05084,0.59904,210.165,210.251
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,18,0.296512,215.114,2.06581,0.604128,213.942,218.08
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,19,0.294528,208.649,2.04969,0.602176,211.698,211.595
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,20,0.292032,208.354,2.05665,0.598976,211.347,211.302
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,21,0.292672,207.668,2.05401,0.603136,210.733,210.618
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,22,0.304224,208.254,2.25504,0.647168,211.252,211.461
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,23,0.341024,209.252,2.13682,0.62048,212.51,212.351
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,24,0.29456,207.275,2.05321,0.60208,210.327,210.225
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,25,0.294432,207.142,2.04946,0.597952,209.783,210.083
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,26,0.295936,215.927,2.05484,0.605184,218.992,218.883
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,27,0.29456,212.969,2.05342,0.6,211.555,215.917
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,28,0.290368,208.55,2.04269,0.599008,211.31,211.482
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,323,29,0.29152,206.798,2.07774,0.602016,209.869,209.769
