dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,0,8.36275,11.3504,0.779554,0.470016,21.0924,20.9627
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,1,7.38432,2.15834,0.748682,0.278528,10.6659,10.5699
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,2,7.31584,2.12108,0.745033,0.280576,10.5576,10.4625
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,3,7.30618,2.122,0.73557,0.277504,10.5397,10.4412
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,4,7.3136,2.16784,0.736237,0.2816,10.5979,10.4993
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,5,7.40506,2.15417,0.743325,0.28672,10.6924,10.5893
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,6,7.30413,2.12656,0.733483,0.27648,10.54,10.4407
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,7,7.28618,2.1162,0.743049,0.282624,10.5081,10.428
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,8,7.3343,2.1216,0.73291,0.2816,10.5671,10.4704
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,9,7.33424,2.12022,0.74424,0.27648,10.5734,10.4752
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,10,7.29075,2.1237,0.753225,0.284672,10.5357,10.4523
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,11,7.31846,2.14573,0.734945,0.2816,10.58,10.4807
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,12,7.34851,2.14219,0.745443,0.2816,10.6182,10.5177
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,13,7.3311,2.14368,0.743366,0.284672,10.603,10.5028
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,14,7.40022,2.14308,0.744209,0.280576,10.6694,10.5681
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,15,7.3713,2.1179,0.730804,0.284672,10.6043,10.5047
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,16,7.27709,2.12903,0.730312,0.284672,10.5197,10.4211
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,17,7.31808,2.13158,0.73105,0.277504,10.5544,10.4582
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,18,7.29133,2.15079,0.737817,0.283648,10.5318,10.4636
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,19,7.43062,2.13707,0.741217,0.283648,10.6938,10.5926
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,20,7.31952,2.11349,0.74377,0.283648,10.5385,10.4604
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,21,7.33754,2.11499,0.749358,0.280576,10.5762,10.4825
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,22,7.26643,2.11153,0.743013,0.280576,10.4942,10.4015
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,23,7.32864,2.11851,0.733428,0.278528,10.5568,10.4591
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,24,7.31555,2.12138,0.732248,0.277504,10.5446,10.4467
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,25,7.55542,2.11901,0.739957,0.2816,10.7946,10.696
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,26,7.304,2.11052,0.742189,0.279552,10.5391,10.4363
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,27,7.33494,2.11004,0.734991,0.280576,10.5544,10.4606
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,28,7.3937,2.11344,0.730141,0.280576,10.6128,10.5178
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",2,203,29,7.32973,2.11239,0.739189,0.282624,10.5615,10.4639
