dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,0,12.2619,198.792,1.16177,0.734144,211.138,212.95
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,1,10.9055,119.286,1.1705,0.37168,131.856,131.733
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,2,10.6088,116.373,1.22061,0.375808,128.542,128.578
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,3,10.8649,121.173,1.18218,0.373664,133.713,133.594
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,4,10.9554,116.645,1.14242,0.36752,124.28,129.111
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,5,10.9298,121.219,1.1454,0.36864,131.826,133.663
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,6,11.0628,110.342,1.16353,0.368576,123.05,122.936
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,7,10.9778,116.299,1.16357,0.370624,128.924,128.811
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,8,10.8935,123.539,1.17336,0.374752,136.11,135.981
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,9,10.8582,109.592,1.16132,0.3768,122.117,121.989
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,10,10.8621,118.362,1.1682,0.371648,130.877,130.764
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,11,10.825,126.523,1.1594,0.376768,135.276,138.884
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,12,10.8323,122.296,1.15367,0.366528,124.499,134.649
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,13,11.0096,112.355,1.16036,0.36656,125.007,124.892
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,14,10.8889,115.218,1.16866,0.367648,127.76,127.644
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,15,10.8066,107.842,1.15157,0.3696,119.608,120.169
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,16,10.815,106.96,1.1595,0.371648,118.79,119.306
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,17,10.8166,107.22,1.14496,0.367584,118.251,119.549
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,18,10.8366,109.154,1.16882,0.378848,121.694,121.538
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,19,10.8755,106.573,1.15961,0.366464,119.089,118.975
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,20,10.8023,107.343,1.1502,0.368608,118.301,119.664
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,21,10.8007,106.935,1.15752,0.367552,117.134,119.26
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,22,10.8204,111.537,1.14657,0.365536,117.805,123.869
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,23,10.8229,123.194,1.16306,0.365472,134.394,135.545
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,24,10.8824,112.712,1.14629,0.366496,117.491,125.108
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,25,10.8508,109.208,1.15403,0.366496,116.417,121.579
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,26,10.871,113.851,1.1539,0.370624,126.364,126.247
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,27,10.8201,110.877,1.14556,0.365472,117.466,123.208
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,28,10.8644,110.639,1.15272,0.366496,117.407,123.023
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",6,323,29,10.9802,112.105,1.1628,0.369568,124.731,124.617
