dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,0,8.63277,11.774,0.578783,0.454656,21.3598,21.4402
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,1,7.68662,2.2582,0.55688,0.263168,10.6646,10.7649
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,2,7.88054,2.18035,0.523652,0.26112,10.7455,10.8457
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,3,7.76125,2.1681,0.519116,0.262144,10.5069,10.7106
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,4,7.86992,2.16822,0.523814,0.260096,10.5282,10.822
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,5,7.74259,2.2512,0.5381,0.263168,10.6844,10.7951
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,6,7.69162,2.19262,0.529749,0.257024,10.6117,10.671
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,7,7.72973,2.16983,0.526738,0.260096,10.5561,10.6864
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,8,7.6488,2.16936,0.526386,0.260096,10.5145,10.6046
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,9,7.6721,2.16265,0.525202,0.258048,10.4914,10.618
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,10,7.66662,2.18947,0.528237,0.27136,10.5467,10.6557
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,11,7.68403,2.17204,0.524188,0.259072,10.5306,10.6393
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,12,7.67002,2.1696,0.529336,0.26112,10.5787,10.6301
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,13,7.68979,2.18742,0.525273,0.259072,10.5928,10.6616
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,14,7.72118,2.16174,0.529495,0.260096,10.5642,10.6725
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,15,7.74048,2.18403,0.527315,0.26112,10.6121,10.7129
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,16,7.76554,2.17421,0.526635,0.262144,10.5897,10.7285
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,17,7.75885,2.17344,0.525177,0.258048,10.5515,10.7155
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,18,7.67622,2.17966,0.525288,0.259072,10.5367,10.6402
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,19,7.68048,2.16266,0.532574,0.262144,10.5114,10.6379
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,20,7.70474,2.16863,0.526433,0.257024,10.5858,10.6568
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,21,7.70656,2.18776,0.529227,0.259072,10.5726,10.6826
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,22,7.76275,2.1868,0.531539,0.260096,10.6199,10.7412
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,23,7.73584,2.1687,0.526022,0.260096,10.536,10.6907
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,24,7.7511,2.16968,0.525174,0.267264,10.6379,10.7132
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,25,7.67318,2.1712,0.532721,0.27136,10.5969,10.6485
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,26,7.69597,2.17232,0.529699,0.260096,10.5733,10.6581
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,27,7.64416,2.22765,0.52733,0.25904,10.4938,10.6582
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,28,7.68874,2.17379,0.527895,0.262144,10.5801,10.6526
3,float,uniform,CPU,"P | P | P | P | D | N",4,256,29,7.71606,2.16794,0.530245,0.260096,10.6061,10.6743
