dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,0,12.37,159.916,1.04831,0.51504,173.92,173.849
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,1,10.848,70.742,1.02013,0.18016,82.8435,82.7902
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,2,10.826,74.7228,1.0284,0.183232,86.8591,86.7604
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,3,10.8334,71.9633,1.025,0.179136,84.082,84.0009
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,4,11.006,61.3846,1.01495,0.174048,73.636,73.5796
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,5,10.8188,77.3246,1.02415,0.178112,89.3929,89.3457
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,6,10.8074,70.3317,1.02098,0.178144,82.3854,82.3382
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,7,10.9396,70.4015,1.02122,0.175072,82.4957,82.5374
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,8,10.9397,77.2056,1.02128,0.175072,89.2794,89.3417
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,9,10.9468,67.9238,1.01251,0.175072,80.0089,80.0582
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,10,10.9391,75.164,1.02022,0.176064,87.2872,87.2994
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,11,10.9391,69.8326,1.01064,0.17504,81.9143,81.9574
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,12,10.9803,72.9466,1.01812,0.17504,85.091,85.1201
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,13,10.8927,72.8055,1.02376,0.178144,84.9632,84.9001
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,14,10.8368,74.0168,1.02883,0.18016,86.1501,86.0626
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,15,11.0232,76.4338,1.03265,0.181216,88.7768,88.6709
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,16,10.8606,70.8121,1.02354,0.17712,82.9664,82.8733
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,17,10.7916,72.1701,1.021,0.178144,84.2628,84.1608
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,18,10.8343,72.2275,1.01898,0.179168,84.3426,84.2599
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,19,10.8569,71.7364,1.02713,0.17712,83.8719,83.7976
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,20,10.8535,70.8062,1.01748,0.1792,82.9416,82.8564
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,21,10.8271,72.2868,1.0313,0.177152,84.3814,84.3223
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,22,10.8573,75.8536,1.01851,0.176128,87.9635,87.9055
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,23,10.8366,71.6331,1.01861,0.178144,83.6789,83.6664
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,24,10.8403,73.0144,1.02393,0.176096,85.0841,85.0547
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,25,10.8434,70.0091,1.02924,0.181216,82.0645,82.0629
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,26,10.8588,75.8652,1.02154,0.177088,87.9483,87.9226
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,27,10.9741,72.9453,1.02955,0.181184,85.238,85.1301
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,28,10.829,70.764,1.02209,0.182272,82.8914,82.7974
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ds | Ds",6,323,29,10.8157,65.8033,1.02847,0.177088,77.9255,77.8245
