dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,0,16.5978,11.9143,1.56226,0.34816,30.1923,30.4226
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,1,15.4428,2.45288,1.54728,0.203776,19.2963,19.6467
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,2,15.2488,2.44937,1.54416,0.204768,19.0327,19.4471
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,3,15.2744,2.46562,1.54673,0.203776,19.0295,19.4906
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,4,14.9483,2.62449,1.54486,0.2048,19.0457,19.3224
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,5,15.0969,2.50614,1.54667,0.2048,19.0979,19.3545
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,6,15.1517,2.45901,1.54416,0.2048,18.8861,19.3597
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,7,15.245,2.44342,1.54875,0.202752,19.1133,19.4399
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,8,15.1171,2.46115,1.54881,0.201728,19.1225,19.3288
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,9,15.0478,2.48863,1.54997,0.202752,18.9633,19.2892
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,10,15.0238,2.45593,1.54445,0.203776,18.8128,19.2279
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,11,15.066,2.4665,1.55342,0.203776,18.9404,19.2897
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,12,15.3903,2.45265,1.54528,0.203776,19.0654,19.592
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,13,15.1139,2.46792,1.55105,0.201728,18.8985,19.3346
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,14,15.1154,2.46179,1.54755,0.203776,18.8818,19.3285
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,15,15.3549,2.44498,1.54655,0.202752,19.1032,19.5492
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,16,15.0901,2.45523,1.5497,0.203776,18.7972,19.2988
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,17,15.1706,2.52635,1.54669,0.203776,19.0146,19.4474
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,18,15.199,2.46617,1.54568,0.201728,19.1001,19.4126
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,19,15.1848,2.50845,1.55027,0.203776,19.0737,19.4473
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,20,15.0868,2.44898,1.54364,0.201728,18.8654,19.2812
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,21,15.063,2.50244,1.54118,0.202752,18.87,19.3094
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,22,15.1227,2.43199,1.54712,0.201728,18.8877,19.3036
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,23,15.186,2.46299,1.5609,0.2048,19.1189,19.4146
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,24,15.1125,2.45961,1.54788,0.202752,18.9184,19.3228
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,25,15.0888,2.46701,1.54683,0.203776,19.0197,19.3064
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,26,15.143,2.43723,1.54995,0.205824,18.919,19.336
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,27,15.1737,2.44542,1.55325,0.203776,18.9269,19.3762
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,28,15.1883,2.45234,1.54601,0.202752,19.0431,19.3894
3,double,uniform,CPU,"D | D | D | D | N | D",4,256,29,15.1581,2.47629,1.54993,0.205824,19.0289,19.3902
