dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,0,36.3441,546.496,2.91038,1.89536,573.966,587.646
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,1,33.2754,548.811,3.02034,1.09158,575.001,586.199
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,2,33.1808,527.656,2.97694,1.1008,558.854,564.914
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,3,33.3296,521.802,3.01497,1.09875,556.924,559.246
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,4,33.2675,537.875,3.00074,1.09978,573.407,575.243
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,5,36.5937,508.922,2.909,1.00352,549.571,549.428
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,6,36.6662,505.18,2.89207,1.00653,545.897,545.745
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,7,36.1179,510.404,2.89532,1.00243,550.563,550.42
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,8,36.2587,516.129,2.88345,1.0055,555.541,556.277
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,9,36.2085,524.33,2.88726,1.00243,563.412,564.428
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,10,36.164,504.087,2.90116,0.99936,544.301,544.151
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,11,36.64,510.298,2.9629,1.01574,551.061,550.917
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,12,36.664,504.889,2.8938,1.00038,545.262,545.447
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,13,36.4512,533.2,2.89941,1.00342,573.701,573.554
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,14,36.6434,508.359,2.90241,0.999424,549.047,548.904
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,15,36.5919,506.044,2.90024,0.998304,546.711,546.534
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,16,37.2103,517.185,2.90314,1.00454,558.463,558.303
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,17,36.2394,513.246,2.89793,1.00349,552.08,553.386
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,18,36.2411,505.374,2.87859,1.00547,544.86,545.499
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,19,36.1901,510.533,2.8933,1.0025,549.758,550.619
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,20,36.1976,514.111,2.90908,1.00246,553.39,554.22
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,21,36.5671,530.912,2.89166,1.00346,571.519,571.374
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,22,36.1608,503.892,2.89039,1.0096,542.665,543.953
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,23,36.6013,518.95,2.87824,0.998336,558.113,559.428
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,24,36.5495,509.938,2.89046,0.99936,550.518,550.377
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,25,36.197,509.938,2.90481,1.00349,550.183,550.043
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,26,36.2803,518.374,2.88639,1.00355,558.683,558.545
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,27,36.3483,518.445,2.90571,1.00141,558.852,558.701
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,28,36.6171,502.053,2.89571,1.00144,542.71,542.568
3,float,uniform,CPU,"P | P | P | P | Ds | Ns",4,406,29,36.5233,521.055,2.90223,0.999392,561.62,561.48
