dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,0,0.470944,628.548,3.30056,1.59635,623.861,633.916
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,1,0.425632,582.157,3.27771,1.01779,586.505,586.878
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,2,0.428032,605.684,3.27915,1.02493,606.139,610.416
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,3,0.43136,615.88,3.33505,1.03008,620.812,620.676
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,4,0.43264,628.812,3.3265,1.03626,633.75,633.608
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,5,0.433312,601.855,3.34724,1.03421,606.807,606.67
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,6,0.43056,603.055,3.32236,1.03414,607.984,607.842
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,7,0.433312,586.93,3.34485,1.03414,591.88,591.742
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,8,0.428,596.8,3.34615,1.03936,601.508,601.613
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,9,0.442464,596.719,3.33889,1.03734,601.676,601.538
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,10,0.434624,583.375,3.32399,1.03005,588.3,588.164
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,11,0.432608,591.466,3.34043,1.0352,596.406,596.274
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,12,0.461632,586.186,3.38732,1.05053,590.55,591.086
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,13,0.428736,578.393,3.32264,1.02912,582.383,583.173
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,14,0.430784,569.178,3.32728,1.03213,574.101,573.968
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,15,0.429792,584.867,3.31648,1.02906,587.959,589.642
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,16,0.429632,588.566,3.32047,1.02496,591.879,593.341
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,17,0.431936,586.616,3.30735,1.09056,589.823,591.446
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,18,0.4304,583.011,3.31012,1.04032,587.93,587.792
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,19,0.442464,579.536,3.39668,1.0495,584.185,584.425
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,20,0.428576,614.153,3.32934,1.03216,618.092,618.943
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,21,0.43104,575.822,3.31241,1.09363,577.805,580.659
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,22,0.428224,578.277,3.32997,1.03011,581.736,583.066
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,23,0.435968,575.506,3.30394,1.1008,579.88,580.347
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,24,0.432192,579.295,3.32223,1.03216,584.218,584.081
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,25,0.43136,589.975,3.34255,1.0393,594.924,594.788
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,26,0.427488,587.838,3.32062,1.02598,591.229,592.612
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,27,0.426592,574.59,3.30462,1.03114,576.965,579.353
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,28,0.429728,627.338,3.3265,1.02496,622.143,632.119
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",6,465,29,0.429632,626.352,3.28877,1.02803,622.031,631.098
