dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,0,1.23018,308.267,2.50554,0.933888,309.109,312.937
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,1,0.312992,249.845,2.43988,0.66048,253.371,253.259
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,2,0.301664,241.002,2.44267,0.6584,244.525,244.404
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,3,0.305696,216.237,2.47733,0.662528,219.78,219.682
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,4,0.3096,235.384,2.46538,0.658336,233.548,238.817
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,5,0.30608,220.47,2.44414,0.66048,214.913,223.881
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,6,0.308544,225.247,2.45385,0.666624,228.767,228.676
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,7,0.304416,222.855,2.53927,0.668672,226.486,226.367
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,8,0.307488,208.201,2.38403,0.655296,211.241,211.548
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,9,0.30784,214.428,2.42924,0.655296,217.932,217.821
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,10,0.303776,206.996,2.39951,0.655296,210.459,210.354
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,11,0.31168,209.884,2.49489,0.664576,212.747,213.355
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,12,0.306496,211.906,2.42864,0.66048,212.494,215.302
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,13,0.306368,208.303,2.48475,0.661504,211.038,211.756
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,14,0.306752,213.777,2.49831,0.661504,217.347,217.244
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,15,0.305184,210.306,2.50128,0.658432,213.805,213.771
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,16,0.3088,211.652,2.45564,0.6656,215.096,215.082
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,17,0.303712,226.509,2.39533,0.658336,228.895,229.867
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,18,0.305824,222.288,2.42359,0.654336,225.778,225.671
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,19,0.299776,226.679,2.3964,0.655296,226.166,230.03
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,20,0.307008,213.33,2.43992,0.661408,216.846,216.739
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,21,0.30048,216.173,2.46125,0.651264,210.85,219.586
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,22,0.308768,218.843,2.47564,0.667648,213.035,222.295
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,23,0.309568,229.048,2.46436,0.662528,232.545,232.485
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,24,0.305248,214.363,2.44747,0.65936,216.592,217.775
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,25,0.300544,209.45,2.41932,0.655296,211.389,212.825
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,26,0.304416,210.516,2.3982,0.659392,212.615,213.878
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,27,0.30768,210.572,2.45163,0.667648,214.002,213.999
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,28,0.301888,208.812,2.37913,0.658368,210.644,212.152
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",6,323,29,0.301376,215.173,2.51735,0.66048,218.748,218.652
