dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,0,26.8457,485.736,3.01709,1.16627,517.026,516.765
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,1,24.0592,364.04,2.85193,0.7096,390.762,391.661
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,2,24.2912,379.75,2.93565,0.734176,407.84,407.711
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,3,22.6478,381.883,2.8046,0.704512,407.614,408.04
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,4,24.1768,362.538,2.91716,0.720864,390.477,390.353
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,5,22.8702,360.996,2.8142,0.711616,383.498,387.392
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,6,24.0644,361.338,2.84095,0.715712,380.319,388.959
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,7,22.6186,389.03,2.84384,0.709632,413.628,415.202
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,8,22.7676,354.74,2.81366,0.715808,377.179,381.037
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,9,24.214,361.854,2.90967,0.725984,389.826,389.704
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,10,24.1983,366.708,2.93339,0.734208,394.731,394.574
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,11,22.9586,358.496,2.80496,0.71264,380.109,384.973
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,12,23.152,355.389,2.80215,0.73728,374.191,382.08
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,13,23.4214,350.403,2.88608,0.705504,373.557,377.416
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,14,25.1281,356.704,2.94705,0.723872,382.99,385.503
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,15,22.9913,366.449,2.79622,0.704512,388.95,392.941
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,16,24.1995,355.186,2.90914,0.724928,383.135,383.019
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,17,22.85,367.404,2.81029,0.704512,391.669,393.769
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,18,22.515,366.023,2.85768,0.705536,392.087,392.101
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,19,22.8207,364.342,2.79219,0.708512,388.219,390.663
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,20,24.1587,350.319,2.84878,0.709632,372.261,378.036
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,21,24.249,347.116,2.90318,0.726016,375.106,374.994
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,22,22.5633,360.343,2.84133,0.708544,379.959,386.456
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,23,22.8805,363.94,2.81585,0.71984,387.348,390.356
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,24,22.7812,352.925,2.80165,0.70656,376.474,379.214
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,25,24.0524,348.5,2.84785,0.707552,371.551,376.108
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,26,22.9432,356.741,2.81297,0.70448,377.595,383.201
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,27,24.2107,362.199,2.90627,0.728,390.167,390.044
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,28,24.3196,350.739,2.90693,0.728992,378.809,378.694
3,double,uniform,CPU,"P | P | P | P | D | N",8,369,29,22.6966,373.386,2.85281,0.706528,385.998,399.642
