dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,0,0.516256,0.223903,0.870853,0.485376,2.2184,2.09639
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,1,0.14336,0.212505,0.857871,0.287744,1.63774,1.50148
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,2,0.141472,0.212403,0.845316,0.284672,1.61958,1.48386
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,3,0.141056,0.245583,0.877353,0.283648,1.68809,1.54764
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,4,0.137248,0.212527,0.859202,0.287744,1.63163,1.49672
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,5,0.1464,0.214203,0.862386,0.287744,1.64282,1.51073
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,6,0.139968,0.214937,0.859811,0.288768,1.65881,1.50348
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,7,0.148352,0.212869,0.859838,0.290816,1.64808,1.51187
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,8,0.141728,0.214091,0.857107,0.284672,1.63321,1.4976
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,9,0.141536,0.215375,0.860459,0.292864,1.64705,1.51023
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,10,0.136544,0.213865,0.859789,0.293888,1.64213,1.50409
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,11,0.138528,0.214139,0.857276,0.287744,1.63353,1.49769
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,12,0.137888,0.21306,0.859979,0.285696,1.63441,1.49662
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,13,0.143136,0.212437,0.857709,0.289792,1.63902,1.50307
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,14,0.13936,0.216273,0.856226,0.29184,1.65482,1.5037
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,15,0.140096,0.214813,0.857745,0.287744,1.63612,1.5004
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,16,0.137216,0.211055,0.858346,0.28672,1.63297,1.49334
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,17,0.141984,0.214253,0.858197,0.28672,1.63421,1.50115
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,18,0.138368,0.214783,0.864337,0.292864,1.64499,1.51035
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,19,0.13888,0.223131,0.859448,0.289792,1.64661,1.51125
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,20,0.140512,0.213929,0.858962,0.289792,1.63892,1.5032
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,21,0.139808,0.212561,0.859111,0.28672,1.63624,1.4982
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,22,0.140384,0.214975,0.856096,0.289792,1.63757,1.50125
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,23,0.141696,0.210968,0.856667,0.290816,1.63696,1.50015
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,24,0.140608,0.212732,0.859369,0.289792,1.63911,1.5025
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,25,0.142304,0.213502,0.860819,0.283648,1.63651,1.50027
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,26,0.139904,0.214494,0.858929,0.285696,1.63281,1.49902
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,27,0.136384,0.213215,0.860503,0.284672,1.63085,1.49477
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,28,0.156704,0.21133,0.861277,0.289792,1.65503,1.5191
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",1,161,29,0.143104,0.214615,0.858227,0.290816,1.6423,1.50676
