dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,0,13.5714,275.745,1.43351,0.817088,285.499,291.567
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,1,11.597,192.619,1.39917,0.405472,204.649,206.021
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,2,12.2694,186.261,1.52386,0.418784,200.594,200.473
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,3,11.5827,186.212,1.40566,0.413664,197.689,199.614
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,4,11.439,185.377,1.41762,0.405504,185.729,198.639
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,5,12.2427,191.099,1.52915,0.424896,205.413,205.295
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,6,12.2762,179.46,1.52278,0.41872,193.795,193.678
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,7,11.5195,185.663,1.40068,0.411616,197.438,198.995
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,8,12.1741,176.841,1.42538,0.412576,186.084,190.853
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,9,12.4343,182.961,1.53596,0.42288,197.478,197.354
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,10,12.365,179.244,1.52658,0.416736,193.671,193.552
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,11,11.5693,178.312,1.40304,0.407456,189.453,191.692
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,12,12.1402,180.63,1.41881,0.409504,191.555,194.598
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,13,12.1025,178.124,1.42376,0.41056,189.378,192.061
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,14,12.3578,183.616,1.43411,0.406528,193.628,197.815
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,15,12.2489,178.313,1.60648,0.443296,192.764,192.612
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,16,12.2214,180.579,1.42441,0.4136,193.673,194.638
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,17,12.2447,192.152,1.5205,0.425952,206.461,206.343
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,18,12.1969,182.08,1.42511,0.4136,192.831,196.115
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,19,12.2685,182.824,1.42391,0.409504,196.78,196.926
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,20,11.2824,183.33,1.4006,0.415744,193.802,196.428
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,21,12.2595,179.522,1.52598,0.42288,193.85,193.731
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,22,12.3077,183.576,1.41763,0.410592,195.322,197.712
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,23,11.5425,179.215,1.39649,0.408544,185.184,192.563
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,24,12.1593,177.171,1.42727,0.414624,189.727,191.172
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,25,11.3064,179.348,1.39706,0.417792,189.789,192.469
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,26,11.4545,178.402,1.4045,0.434176,191.733,191.695
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,27,11.6179,179.824,1.39659,0.407456,189.581,193.246
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,28,12.4005,182.389,1.52463,0.419904,196.848,196.734
3,float,uniform,CPU,"P | P | P | P | N | D",8,369,29,12.3751,175.21,1.5268,0.419776,189.651,189.532
