dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,0,7.88717,2.14321,0.629249,0.295936,11.0752,10.9556
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,1,7.04464,0.218097,0.612323,0.142336,8.1133,8.0174
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,2,7.04314,0.216834,0.579225,0.141312,8.05368,7.98051
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,3,6.97414,0.216944,0.579235,0.140288,7.98071,7.91061
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,4,7.06851,0.216343,0.577961,0.139264,8.0752,8.00208
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,5,7.11754,0.215168,0.578308,0.13824,8.11978,8.04925
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,6,6.96483,0.224617,0.579094,0.141312,7.97898,7.90985
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,7,7.03485,0.21577,0.646866,0.141312,8.20402,8.0388
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,8,7.05366,0.219896,0.578695,0.139264,8.06195,7.99152
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,9,6.95306,0.21393,0.579688,0.137216,7.95562,7.88389
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,10,6.99114,0.215998,0.579797,0.140288,8.00209,7.92722
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,11,7.07651,0.212995,0.578363,0.13824,8.07632,8.00611
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,12,7.04547,0.212416,0.579053,0.157696,8.06487,7.99464
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,13,7.07456,0.216092,0.578945,0.140288,8.08522,8.00989
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,14,7.09354,0.214631,0.576971,0.139264,8.09577,8.0244
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,15,7.00678,0.241827,0.580295,0.140288,8.04193,7.96919
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,16,6.97338,0.214006,0.580345,0.13824,7.97599,7.90597
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,17,7.03562,0.213665,0.578023,0.140288,8.03608,7.96759
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,18,6.91501,0.213587,0.57691,0.140288,7.91439,7.84579
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,19,6.83504,0.213854,0.583778,0.139264,7.84089,7.77194
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,20,7.0513,0.2131,0.577168,0.13824,8.06153,7.9798
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,21,6.98368,0.215674,0.578448,0.13824,7.98732,7.91604
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,22,6.89174,0.21597,0.576951,0.140288,7.89582,7.82495
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,23,6.99757,0.21823,0.585295,0.13824,8.00832,7.93933
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,24,6.9512,0.218808,0.588893,0.142336,7.97263,7.90124
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,25,6.92822,0.214126,0.579838,0.13824,7.92905,7.86043
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,26,7.08822,0.214302,0.579775,0.142336,8.09418,8.02464
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,27,7.02291,0.213825,0.576408,0.140288,8.02333,7.95343
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,28,6.88326,0.215694,0.577749,0.139264,7.88498,7.81597
3,float,uniform,CPU,"D | D | D | D | D | D",1,161,29,6.93942,0.217607,0.5797,0.141312,7.95551,7.87804
