dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,0,0.916576,345.274,1.52132,0.826368,349.607,348.538
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,1,0.279648,215.349,1.50625,0.532448,218.415,217.667
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,2,0.28064,217.276,1.50445,0.5304,220.351,219.592
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,3,0.278592,216.085,1.57312,0.529408,219.221,218.466
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,4,0.278144,216.597,1.52775,0.51504,219.673,218.918
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,5,0.278304,217.594,1.49745,0.515008,220.643,219.885
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,6,0.277632,216.231,1.55262,0.529376,219.338,218.59
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,7,0.279264,212.854,1.55342,0.520192,215.954,215.207
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,8,0.278112,215.915,1.54002,0.511968,218.994,218.245
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,9,0.2808,213.934,1.53542,0.514016,217.018,216.264
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,10,0.2784,215.459,1.59719,0.521152,218.604,217.855
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,11,0.28,215.59,1.60453,0.521184,218.758,217.996
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,12,0.276736,214.32,1.52129,0.516064,217.397,216.634
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,13,0.276896,212.727,1.53892,0.526336,215.826,215.069
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,14,0.27712,214.262,1.54451,0.526304,217.363,216.61
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,15,0.279392,213.81,1.56262,0.54272,216.949,216.195
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,16,0.278144,214.032,1.52521,0.51296,217.106,216.348
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,17,0.281184,212.753,1.503,0.537536,215.839,215.075
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,18,0.279392,212.723,1.52259,0.51712,215.795,215.042
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,19,0.277888,213.443,1.50835,0.520128,216.502,215.749
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,20,0.279712,220.005,1.5378,0.519104,223.086,222.341
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,21,0.324416,221.914,1.54564,0.52528,225.119,224.31
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,22,0.278272,213.071,1.53171,0.52832,216.178,215.409
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,23,0.278304,212.638,1.49585,0.516064,215.678,214.928
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,24,0.27648,213.182,1.51707,0.515104,216.241,215.491
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,25,0.278816,215.328,1.56062,0.519136,218.454,217.687
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,26,0.276864,212.866,1.51056,0.52224,215.929,215.176
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,27,0.279584,213.42,1.53441,0.526304,216.51,215.76
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,28,0.278208,215.087,1.52367,0.519104,218.16,217.408
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,323,29,0.276768,213.45,1.50476,0.526336,216.516,215.758
