dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,0,67.4955,901.498,6.09547,2.55587,977.891,977.645
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,1,67.9941,854.931,6.06174,1.88918,931.02,930.876
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,2,68.243,877.133,6.07944,1.89536,953.496,953.35
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,3,67.9965,892.643,6.04533,1.90048,968.726,968.585
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,4,67.63,853.318,6.05867,1.89027,929.038,928.897
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,5,67.5314,854.894,6.0544,1.8913,930.508,930.371
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,6,68.4668,879.477,6.05755,1.89136,955.554,955.893
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,7,67.9602,849.56,6.05706,1.89334,925.607,925.471
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,8,67.6878,851.052,6.05398,1.89949,926.832,926.693
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,9,67.9471,844.127,6.07311,1.89334,920.176,920.041
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,10,67.7275,971.412,6.08046,1.89126,1047.25,1047.11
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,11,67.9788,900.214,6.06153,1.89334,976.288,976.148
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,12,67.9338,886.339,6.06748,1.89331,962.376,962.233
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,13,67.5753,860.908,6.14622,1.90867,936.703,936.538
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,14,67.8517,895.742,6.05095,1.89642,971.684,971.541
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,15,67.9209,873.184,6.07818,1.88717,949.207,949.07
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,16,67.8212,898.007,6.07178,1.88931,973.93,973.79
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,17,67.9501,855.186,6.07894,1.89133,931.248,931.107
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,18,67.8711,983.032,6.04698,1.89946,1058.99,1058.85
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,19,67.7711,931.109,6.06918,1.89232,1006.98,1006.84
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,20,68.538,875.676,6.05548,1.89533,952.303,952.165
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,21,67.9429,867.665,6.05848,1.89024,943.695,943.557
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,22,68.3835,845.798,6.02322,1.88621,921.346,922.091
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,23,68.0223,853.999,6.05925,1.88419,929.936,929.965
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,24,68.4633,864.372,6.04796,1.89126,940.919,940.775
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,25,67.989,893.36,6.06292,1.88822,969.443,969.3
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,26,68.0067,880.022,6.07718,1.89341,956.136,955.999
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,27,67.6109,851.642,6.07953,1.89952,927.371,927.232
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,28,67.7768,850.865,6.07644,1.88717,926.743,926.605
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",6,465,29,67.6749,866.421,6.06938,1.90253,942.206,942.068
