dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,0,0.554048,12.0568,0.454929,0.287744,13.4489,13.3536
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,1,0.128256,2.77518,0.434184,0.12288,3.53355,3.4605
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,2,0.137504,2.79147,0.401709,0.121856,3.51374,3.45254
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,3,0.13024,2.79287,0.415059,0.120832,3.51398,3.459
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,4,0.132352,2.78749,0.414995,0.12288,3.52903,3.45771
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,5,0.130496,2.80627,0.412113,0.120832,3.53117,3.46971
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,6,0.13104,2.78084,0.419269,0.120832,3.52638,3.45198
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,7,0.133824,2.82296,0.415832,0.119808,3.52719,3.49243
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,8,0.134656,2.77428,0.418102,0.120832,3.5325,3.44787
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,9,0.132864,2.76861,0.412402,0.12288,3.51687,3.43676
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,10,0.132096,2.77302,0.42605,0.121856,3.53212,3.45302
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,11,0.138816,2.79375,0.421201,0.120832,3.52259,3.47459
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,12,0.128864,2.88378,0.408095,0.125952,3.54295,3.54669
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,13,0.1288,2.79295,0.420111,0.120832,3.54006,3.46269
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,14,0.131456,2.76928,0.412772,0.120832,3.51429,3.43434
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,15,0.13072,2.77593,0.413591,0.123872,3.5238,3.44411
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,16,0.133632,2.77599,0.415904,0.119808,3.52156,3.44533
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,17,0.128448,2.83071,0.418926,0.121856,3.53984,3.49994
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,18,0.133984,2.77027,0.415727,0.119808,3.5195,3.43979
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,19,0.132256,2.78684,0.418345,0.121856,3.52721,3.45929
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,20,0.131136,2.76561,0.41219,0.120832,3.50637,3.42977
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,21,0.132768,2.85258,0.414385,0.120832,3.59912,3.52056
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,22,0.128736,2.79882,0.414469,0.11776,3.53717,3.45978
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,23,0.132608,2.78708,0.41452,0.120832,3.53727,3.45504
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,24,0.130752,2.76761,0.425296,0.121856,3.51107,3.44551
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,25,0.133024,2.76453,0.414187,0.120832,3.51055,3.43257
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,26,0.131616,2.84446,0.416392,0.123904,3.50169,3.51637
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,27,0.131552,2.77027,0.414647,0.12288,3.51759,3.43935
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,28,0.21248,2.76659,0.422097,0.119808,3.60071,3.52098
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,256,29,0.128384,2.78571,0.415547,0.121856,3.51125,3.4515
