dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,0,0.861824,0,149.27,0.75264,150.93,150.884
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,1,0.212192,0,9.4385,0.456704,10.169,10.1074
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,2,0.216608,0,9.46802,0.454656,10.2246,10.1393
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,3,0.216032,0,9.44465,0.456704,10.1969,10.1174
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,4,0.214976,0,9.43436,0.456704,10.1937,10.106
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,5,0.210784,0,9.46897,0.456704,10.2196,10.1365
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,6,0.217216,0,9.46266,0.454656,10.2205,10.1345
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,7,0.216256,0,9.44012,0.452608,10.1839,10.109
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,8,0.215936,0,9.43508,0.453632,10.1794,10.1046
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,9,0.216672,0,9.6913,0.453632,10.4441,10.3616
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,10,0.216128,0,9.44022,0.454656,10.1903,10.111
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,11,0.215488,0,9.45415,0.45568,10.2074,10.1253
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,12,0.214656,0,9.512,0.454656,10.2604,10.1813
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,13,0.21584,0,9.43271,0.453632,10.1826,10.1022
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,14,0.215712,0,9.43492,0.454656,10.1905,10.1053
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,15,0.214432,0,9.40646,0.453632,10.1555,10.0745
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,16,0.212576,0,9.41688,0.458752,10.1636,10.0882
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,17,0.214464,0,9.42229,0.454656,10.1543,10.0914
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,18,0.213664,0,9.88317,0.45568,10.1988,10.5525
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,19,0.215744,0,9.88899,0.459776,10.643,10.5645
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,20,0.216032,0,9.43349,0.454656,10.1752,10.1042
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,21,0.216128,0,9.47088,0.454656,10.2223,10.1417
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,22,0.214656,0,9.43138,0.453632,10.1815,10.0997
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,23,0.2176,0,9.45557,0.458752,10.2252,10.1319
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,24,0.215168,0,9.42118,0.45568,10.1735,10.092
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,25,0.214112,0,9.41441,0.453632,10.1638,10.0822
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,26,0.217568,0,9.43166,0.454656,10.1804,10.1039
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,27,0.213984,0,9.42925,0.456704,10.1792,10.0999
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,28,0.216736,0,9.41285,0.455648,10.1645,10.0852
3,double,uniform,GPU,"P | P | P | P | P | P",4,256,29,0.214336,0,9.42712,0.453632,10.177,10.0951
